,ReviewID,Page Type,Full Text,Rating,Segments
24016,24017,review,"I have had this Apple Watch Magnetic Charging Cable for about a month now and it has not failed me yet. Good quality, easy to use, and durable.",5,"['I have had this Apple Watch Magnetic Charging Cable for about a month', 'now', 'and it has not failed me yet . Good quality , easy to use , and durable .']"
24040,24041,review,I love this watch. My apple watch was great but would die every day and a half! This watch tracks everything I need and lasts for a whole week!,5,"['I love this watch .', 'My apple watch was great', 'but would die every day and a half !', 'This watch tracks everything I need', 'and lasts for a whole week !']"
24510,24511,review,I'm suprised you were even able to replicate the build of the apple watch for a cheap 50. I'm glad it at least comes with a decent touchscreen.,5,"[""I 'm suprised"", 'you were even able to replicate the build of the apple watch for a cheap 50 .', ""I 'm glad"", 'it at least comes with a decent touchscreen .']"
24521,24522,review,Apple Watch charger works great. I like that it has a white side to it so it doesn't scratch the back of my watch. Good buy for a good product.,5,"['Apple Watch charger works great .', 'I like', 'that it has a white side', 'to it so', ""it does n't scratch the back of my watch . Good buy for a good product .""]"
25243,25244,review,Who needs Apple Watch when you have this?? Functions exactly as described. Used it while in the pool all weekend and was able to track workouts,5,"['Who needs Apple Watch', 'when you have this ? ?', 'Functions exactly as described . Used', 'it', 'while in the pool all weekend', 'and was able to track workouts']"
25293,25294,review,Love my Apple Watch. Makes it so much easier when you get a call to look at your watch and not have to try to get your phone out of your purse.,5,"['Love my Apple Watch . Makes it so much easier', 'when you get a call', 'to look at your watch', 'and not have to try to get your phone out of your purse .']"
25395,25396,review,Lost my charging cord for Fitbit Charge 2. Found just what I needed quickly on Amazon. Item was delivered from Awinner quickly and works great.,5,"['Lost my charging cord for Fitbit Charge 2 . Found just what I needed quickly on Amazon .', 'Item was delivered from Awinner quickly and works great .']"
25496,25497,review,My daughter loves her Apple Watch a must have for your teenager Our whole family lives Apple products and service with Apple you can't go wrong,5,"['My daughter loves her Apple Watch a must have for your teenager Our whole family lives Apple products and service with Apple', ""you ca n't go wrong""]"
25987,25988,review,I upgraded from the Apple Watch 4 because of the heart monitoring feature on the 5 and fell in love with so many of the other new features too!,5,"['I upgraded from the Apple Watch 4', 'because of the heart monitoring feature on the 5', 'and fell in love with so many of the other new features too !']"
26319,26320,review,"I love my apple watch and I wouldn't go anywhere else than Best Buy to purchase. Always great customer service, great prices and fast delivery.",5,"['I love my apple watch', ""and I would n't go anywhere else than Best Buy to purchase ."", 'Always great customer service , great prices and fast delivery .']"
26762,26763,review,I had another Apple Watch but without the built in phone. So many times I have left my phone on a quick errand I decided to purchase a new one.,5,"['I had another Apple Watch', 'but', 'without the built in phone .', 'So many times I have left my phone on a quick errand', 'I decided to purchase a new one .']"
27348,27349,review,Purchased this for the ecg feature. I've loved all the extras over my Fitbit. I do miss the battery life & sleep monitoring of my Fitbit Versa.,5,"['Purchased this for the ecg feature .', ""I 've loved all the extras over my Fitbit ."", 'I do miss the battery life & sleep monitoring of my Fitbit Versa .']"
27510,27511,review,"I love my Apple Watch. I went from a series 1 to 5 and it was so worth it. It's extremely fast , Great to use while driving , and syncs well.",5,"['I love my Apple Watch .', 'I went from a series 1 to 5', 'and it was so worth it .', 'It ' s extremely fast , Great', 'to use', 'while driving , and syncs well .']"
27611,27612,review,Super thin case that still provides protector. The rose gold color matches my rose gold Apple Watch perfectly. So far no scratches or anything!,5,"['Super thin case', 'that still provides protector .', 'The rose gold color matches my rose gold Apple Watch perfectly .', 'So far no scratches or anything !']"
27667,27668,review,I bought the Fitbit ionic for my husband for Father's Day! He was very surprised and he loves it. It's an upgrade from his previous Fitbit.,5,"['I bought the Fitbit ionic for my husband for Father ' s Day !', 'He was very surprised', 'and he loves it .', 'It ' s an upgrade from his previous Fitbit .']"
27712,27713,review,"Apple watch was a joy to have, some features I did not use, so when it was stolen, I changed over to a Fit-bit watch which better met my needs.",5,"['Apple watch was a joy to have ,', 'some features I did not use ,', 'so', 'when it was stolen ,', 'I changed over to a Fit-bit watch', 'which better met my needs .']"
28380,28381,review,Gave this Apple Watch to our daughter for Christmas. It was a hit! She loved it! Love the sporty look of this Nike version with the sport band.,5,"['Gave this Apple Watch to our daughter for Christmas .', 'It was a hit !', 'She loved it !', 'Love the sporty look of this Nike version with the sport band .']"
28703,28704,review,"The Apple Watch is very easy to set up, and I love that I can add apps as desired. Also very convenient to be able to answer calls on my watch.",5,"['The Apple Watch is very easy', 'to set up ,', 'and I love', 'that I can add apps as desired .', 'Also very convenient to be able to answer calls on my watch .']"
29933,29934,review,Great watch will not purchase any other. I purchased the Apple Watch 3 and my wife loves it. Purchased it last night and it was delivered today,5,"['Great watch will not purchase any other .', 'I purchased the Apple Watch 3', 'and my wife loves it .', 'Purchased it last night', 'and it was delivered today']"
29966,29967,review,"Beautiful, robust and stylish. Wearing it from the time I bought it and cannot take it off my wrist unless Tim gifts me the next Apple Watch :)",5,"['Beautiful , robust and stylish . Wearing it from the time I bought it', 'and can not take it off my wrist unless Tim gifts me the next Apple Watch : )']"
30091,30092,review,The outside case helped tremendously on bumps against Apple Watch well worth it. It was easy to put on and sleek hopefully it rasy to clean too,5,"['The outside case helped tremendously on bumps against Apple Watch well worth it .', 'It was easy to put on and sleek hopefully', 'it rasy to clean too']"
30258,30259,review,"If you wanting an Apple watch and can live without the ECG/EKG, Blood Oxygen features and the always on display this is the Apple watch to get.",5,"['If you wanting an Apple watch', 'and can live', 'without the ECG/EKG , Blood Oxygen features', 'and the always on display this is the Apple watch to get .']"
30393,30394,review,"Best Apple Watch for the price, the design is exactly the same as in Series 6, if you are looking for an Apple Watch to start, this is the one.",5,"['Best Apple Watch for the price ,', 'the design is exactly the same as in Series 6 ,', 'if you are looking for an Apple Watch', 'to start ,', 'this is the one .']"
30556,30557,review,"I was very happy to purchase an Apple Watch wrist bank, and even more grateful that I was assisted in attaching it. Wonderful customer service!",5,"['I was very happy to purchase an Apple Watch wrist bank ,', 'and even more grateful', 'that I was assisted in attaching it . Wonderful customer service !']"
30573,30574,review,Item as good as new! Love to save money so if I find other Apple Watch bands at these great price I will order again!! Keep up the great work!!,5,"['Item as good as new ! Love to save money', 'so if I find other Apple Watch', 'bands at these great price', 'I will order again ! !', 'Keep up the great work ! !']"
30899,30900,review,Love my apple watch and it works perfectly for tracking my workouts. Has all the features that I would need and the battery life lasts all day.,5,"['Love my apple watch', 'and it works perfectly for tracking my workouts . Has all the features', 'that I would need and the battery life lasts all day .']"
30990,30991,review,I've gotten many compliments on this watch. It's a unique and classy looking watch. This is my go to when I'm not wearing my Apple Watch.,5,"['I ' ve gotten many compliments on this watch .', 'It ' s a unique and classy looking watch .', 'This is my go to', 'when I ' m not wearing my Apple Watch .']"
31243,31244,review,"Good watch, so far ... with many features... upgraded from FitBit Charge 3... after multiple band breakages... Hopefully this will be better...",5,"['Good watch , so far ... with many features ... upgraded from FitBit Charge 3 ...', 'after multiple band breakages ... Hopefully this will be better ...']"
32118,32119,review,Very good watch a really good upgrade from my first generation watch will continue to buy Apple Watch and other products a really great company,5,['Very good watch a really good upgrade from my first generation watch will continue to buy Apple Watch and other products a really great company']
32328,32329,review,I'm so happy I decided to go with the Apple Watch!! It does everything I need it to do and it's super simple to navigate. I'd highly recommend.,5,"[""I 'm so happy"", 'I decided to go with the Apple Watch ! !', 'It does everything I need it to do', ""and it 's super simple to navigate ."", ""I 'd highly recommend .""]"
32361,32362,review,"I love the product so much I've never had any problem with the charge series. They always last me a long time, fitbit over Apple Watch anyday",5,"['I love the product so much', 'I ' ve never had any problem with the charge series .', 'They always last me a long time , fitbit over Apple Watch anyday']"
33904,33905,review,"I took this with me when traveling from US to London and Singapore to charge our iphones, AirPods, and Apple Watch. Worked exactly as expected.",5,"['I took this with me', 'when traveling from US to London and Singapore', 'to charge our iphones , AirPods , and Apple Watch . Worked', 'exactly as expected .']"
34304,34305,review,"I love my Apple Watch. I use it to track my steps, track my sleep and i also use to take calls when I'm not near my phone. It's very handy!",5,"['I love my Apple Watch .', 'I use it', 'to track my steps ,', 'track my sleep and i also use to take calls', 'when I ' m not near my phone .', 'It ' s very handy !']"
34308,34309,review,"Very function, incorporates into the nest app and google home app easily. I get updates with pictures who is at my front door on my apple watch",5,"['Very function ,', 'incorporates into the nest app and google home app easily .', 'I get updates with pictures', 'who is at my front door on my apple watch']"
34434,34435,review,I am very happy with my Apple Watch series 3. I have a very small wrist and this is the only one that is 38mm. Fits perfect and love the watch.,5,"['I am very happy with my Apple Watch series 3 .', 'I have a very small wrist', 'and this is the only one', 'that is 38mm . Fits perfect', 'and love the watch .']"
35713,35714,review,"Apple Watch Charging magnet is easy to use, I use it every evening, charging my watch before going to bed. The magnet holds the watch securely.",5,"['Apple Watch Charging magnet is easy to use ,', 'I use it every evening ,', 'charging my watch', 'before going to bed .', 'The magnet holds the watch securely .']"
477,478,review,"Fitbit - Charge 3 Activity Tracker, had three replacement in first year. Found it to inaccurate with steps. Have since purchased Samsung Active.",1,"['Fitbit - Charge 3 Activity Tracker , had three replacement in first year .', 'Found it to inaccurate with steps .', 'Have since purchased Samsung Active .']"
1843,1844,review,"I saw online it was a 1 time payment to get a discount in apple watch, but this item was a 2 years monthly subscription, wordt advertising ever.",1,"['I saw online', 'it was a 1 time payment', 'to get a discount in apple watch ,', 'but this item was a 2 years monthly subscription ,', 'wordt advertising ever .']"
1858,1859,review,i brought 2 fitbit versa 3 but ver surprisingly the SpO2 feature is not available. it is not available in the watch nor in the fitbit phone app.,1,"['i brought 2 fitbit versa 3', 'but ver surprisingly the SpO2 feature is not available .', 'it is not available in the watch nor in the fitbit phone app .']"
2165,2166,review,"It was good at first, so convenient. but It's broken now after 6months of using. So disappointing! Now only charges my apple watch not my phone.",1,"['It was good at first , so convenient .', ""but It 's broken now after 6months of using ."", 'So disappointing !', 'Now only charges my apple watch not my phone .']"
4034,4035,review,Had this for a year but does not compare to an Apple Watch If you want simple at a fraction of the price than this is the right product for you.,3,"['Had this for a year', 'but does not compare to an Apple Watch', 'If you want simple at a fraction of the price', 'than this is the right product for you .']"
4129,4130,review,It really looks great on my wife's new apple watch. She really liked it but unfortunately we have to return it because she had developed a rash.,3,"[""It really looks great on my wife 's new apple watch ."", 'She really liked it but unfortunately', 'we have to return it', 'because she had developed a rash .']"
4861,4862,review,"I thought it looked like the apple watch Nike band, but the circles are shaped differently. Personally, I was not too fond of the way it looked.",3,"['I thought', 'it looked like the apple watch Nike band ,', 'but the circles are shaped differently . Personally ,', 'I was not too fond of the way', 'it looked .']"
5203,5204,review,I had bought this to use for my Fitbit Versa watch. It did not work for the original Versa and would only work for the Versa 2 so I returned it.,3,"['I had bought this', 'to use for my Fitbit Versa watch .', 'It did not work for the original Versa', 'and would only work for the Versa 2', 'so I returned it .']"
5338,5339,review,Overall I like the watch quite a bit. I switched to this from a Samsung gear s3. Only knock I have is the battery life. Lasts a whole day though,4,"['Overall I like the watch quite a bit .', 'I switched to this from a Samsung gear s3 .', 'Only knock I have is the battery life . Lasts a whole day', 'though']"
6857,6858,review,I already have a fitbit charge 4 and I bought this charge 5 for my wife and she is completely happy with it.\nshe uses it every day for fitness.,4,"['I already have a fitbit charge 4', 'and I bought this charge 5 for my wife', 'and she is completely happy with it.\\nshe uses it every day for fitness .']"
7108,7109,review,"Great design, better auto activity detection than Apple Watch 5. not a lot of apps in the store. The packing could be better consider the price.",4,"['Great design , better auto activity detection than Apple Watch 5 .', 'not a lot of apps in the store . The packing could be better consider the price .']"
7370,7371,review,Looks great but more importantly it holds up well since I use my Apple Watch for my work out routines. The band is easy to clean and dries fast.,4,"['Looks great but more importantly it holds up well', 'since I use my Apple Watch for my work out routines .', 'The band is easy to clean and dries fast .']"
7586,7587,review,Fitbit Inspire is a dependable tracker. I purchased it in July and it was easy to set up and use. The wristband is sometimes difficult to close.,4,"['Fitbit Inspire is a dependable tracker .', 'I purchased it in July', 'and it was easy to set up and use .', 'The wristband is sometimes difficult to close .']"
8739,8740,review,Finally got an Apple Watch to use instead of always carrying my phone. It is an adjustment but I like the features and easier to see my activity,4,"['Finally got an Apple Watch', 'to use', 'instead of always carrying my phone .', 'It is an adjustment', 'but I like the features and easier to see my activity']"
8978,8979,review,I love the magnetic wrist band and the color for my Apple Watch but the quality is lacking. The part of my band that connects it is coming lose.,4,"['I love the magnetic wrist band and the color for my Apple Watch', 'but the quality is lacking .', 'The part of my band', 'that connects', 'it is coming lose .']"
9470,9471,review,Love my Apple Watch (series 6)\nWear it everyday for tracking activity!\nHow did I live without it?!?\n(and I had Best Buy rewards to spend!!! ),5,"['Love my Apple Watch', '( series 6 )', '\\nWear it everyday for tracking activity !', '\\nHow did I live', 'without it ? ! ? \\n', '( and I had Best Buy rewards', 'to spend ! ! ! )']"
9852,9853,review,"Amazing quality, stylish works perfect with my apple watch. I really recommended if you want to use your apple watch while being all dressed up.",5,"['Amazing quality , stylish works perfect with my apple watch .', 'I really recommended', 'if you want to use your apple watch', 'while being all dressed up .']"
10263,10264,review,My husband loves his new Fitbit Versa 2 Special Edition. The mobile app was easy to use. It loves the sleep tracking and the accuracy of it all.,5,"['My husband loves his new Fitbit Versa 2 Special Edition .', 'The mobile app was easy to use .', 'It loves the sleep tracking and the accuracy of it all .']"
10312,10313,review,It works just like a brand new Apple Watch! Has me really dive into a more physical lifestyle and it tracks my sleep. Glad I made this purchase.,5,"['It works just like a brand new Apple Watch !', 'Has me really dive into a more physical lifestyle', 'and it tracks my sleep . Glad', 'I made this purchase .']"
10364,10365,review,"Love my Apple Watch and how it keeps me motivated to stay fit, reminds me to take a moment to breathe and monitors my heart health. It's dope!",5,"['Love my Apple Watch and how it keeps me motivated to stay fit ,', 'reminds me to take a moment to breathe and monitors my heart health .', 'It ' s dope !']"
11067,11068,review,This Apple Watch was purchased as a Christmas gift for my grandson! He loves the watch and has learned to use it very quickly!! Great product!!!,5,"['This Apple Watch was purchased as a Christmas gift for my grandson !', 'He loves the watch', 'and has learned to use it very quickly ! !', 'Great product ! ! !']"
11372,11373,review,Apple watch looks so beautiful with this case. Is awesome very easy to remove is hard and beautifull will buy again if mine get damage or broken,5,"['Apple watch looks so beautiful with this case .', 'Is awesome very easy', 'to remove is hard and beautifull will buy again', 'if mine get damage or broken']"
11414,11415,review,I love this watch. I have an Apple Watch but love this one for exercising and challenges with my sister. I would definitely buy again if needed.,5,"['I love this watch .', 'I have an Apple Watch', 'but love this one for exercising and challenges with my sister .', 'I would definitely buy again', 'if needed .']"
11464,11465,review,I had a apple watch series 3 and this watch battery life last twice as long. You can do more this watch and it is waterproof and half the price.,5,"['I had a apple watch series 3 and this watch battery life last', 'twice as long .', 'You can do more this watch', 'and it is waterproof and half the price .']"
11677,11678,review,"I love this watch. As it's my First Apple Watch I can't compare it to the others but this works perfect great for exercise, walks, texting, etc.",5,"['I love this watch .', ""As it 's my First Apple Watch I ca n't compare it to the others"", 'but this works perfect great for exercise , walks , texting , etc .']"
11736,11737,review,I love the color. It came free since I bought an apple watch as well and I gave it to my mother for Christmas and the color matches really well.,5,"['I love the color .', 'It came free', 'since I bought an apple watch as well', 'and I gave it to my mother for Christmas', 'and the color matches really well .']"
12020,12021,review,"Excellent gift! Love it. Easy to use, paired it with my phone and now can use my Fitbit Versa 2, read news, track my exercise routine, diet etc.",5,"['Excellent gift ! Love it . Easy to use ,', 'paired it with my phone', 'and now can use my Fitbit Versa 2 , read news ,', 'track my exercise routine , diet etc .']"
12029,12030,review,Considering the Apple Watch is now on Series 6 this is still a remarkable performer and quite a bit faster than my Series 2 I was coming out of.,5,"['Considering the Apple Watch is now on Series 6 this', 'is still a remarkable performer', 'and quite a bit faster than my Series 2 I was coming out of .']"
12180,12181,review,"bought this for my wife as a gift and she's loved it , easy to set up and use with all the quality and features you would want in an apple watch",5,"['bought this for my wife as a gift', ""and she 's loved it ,"", 'easy to set up and use with all the quality', 'and features you would want in an apple watch']"
12409,12410,review,"Good value for the watch. Reliable and does the job. If you aren't looking for an Apple watch that has every feature, highly recommend this one!",5,"['Good value for the watch . Reliable', 'and does the job .', ""If you are n't looking for an Apple watch"", 'that has every feature ,', 'highly recommend this one !']"
12625,12626,review,I've owned the active two and a apple watch series 4 and I would recommend the active 2 over the apple watch. Its seems alot more user friendly.,5,"[""I 've owned the active two and a apple watch series 4"", 'and I would recommend the active 2 over the apple watch .', 'Its seems alot more user friendly .']"
13031,13032,review,Love this watch. Gave it as a gift and the recipient loves it. Hard for her to take it off. It's a great entry level/first Apple Watch to own.,5,"['Love this watch . Gave it as a gift and the recipient loves it .', 'Hard for her to take it off .', 'It ' s a great entry level/first Apple Watch to own .']"
13289,13290,review,Apple Watch is the perfect gift for my wife she's ver happy with this product excellent . Thank you Best Buy to help me to fine the perfect gift,5,"['Apple Watch is the perfect gift for my wife', ""she 's ver happy with this product excellent ."", 'Thank you Best Buy to help me to fine the perfect gift']"
13623,13624,review,I love me new Apple Watch I had a version1 so was happy to upgrade to a series 3. Some new features but all in all the same as the first series.,5,"['I love me new Apple Watch I had a version1', 'so was happy to upgrade to a series 3 . Some new features but all in all the same as the first series .']"
13905,13906,review,I love this watch its very convenient for when you can't have your phone on you 24/7. This is my first apple watch ever and I wouldn't trade it!,5,"['I love this watch its very convenient', ""for when you ca n't have your phone on you 24/7 ."", 'This is my first apple watch ever', ""and I would n't trade it !""]"
14505,14506,review,Good heart rate and BP monitoring with all the great features the Apple Watch provides. Daughter loves it. Series 3 is much more affordable now.,5,"['Good heart rate and BP monitoring with all the great features the Apple Watch provides .', 'Daughter loves it .', 'Series 3 is much more affordable now .']"
14607,14608,review,For my wife who is a nurse. This is her third Apple Watch. She needed the upgrade from her other model that looked wore out from day to day use.,5,"['For my wife', 'who is a nurse . This', 'is her third Apple Watch .', 'She needed the upgrade from her other model', 'that looked wore out from day to day use .']"
14817,14818,review,I really like my Apple Watch many different faces to choose getting my text messages and phones calls there is not excuses for miss call anymore,5,"['I really like my Apple Watch many different faces', 'to choose getting my text messages and phones calls', 'there is not excuses for miss call anymore']"
15295,15296,review,"i cant live without my apple watch 4,after all the upgrades in updates the watch is working great and feels like a new watch every new os update",5,"['i cant live', 'without my apple watch 4 ,', 'after all the upgrades in updates the watch is working great', 'and feels like a new watch every new os update']"
15595,15596,review,"This is my first Apple Watch watch, love it! I purchased at night time,another day noon time I got my Apple Watch already! Really fast delivery!",5,"['This is my first Apple Watch watch ,', 'love it !', 'I purchased at night time ,', 'another day noon time', 'I got my Apple Watch', 'already ! Really fast delivery !']"
15624,15625,review,Absolutely love it! I believe this is better than an Apple Watch! It's an bargain! A lot of different and useful features. Great material too!,5,"['Absolutely love it !', 'I believe', 'this is better than an Apple Watch !', 'It ' s an bargain ! A lot of different and useful features .', 'Great material too !']"
15937,15938,review,When I bought my new Apple Watch a different cord came down I had to buy the new adapter.. a little annoying but this charger charges sooo fast!,5,"['When I bought my new Apple Watch a different cord came down', 'I had to buy the new adapter .. a little annoying but this charger charges sooo fast !']"
16441,16442,review,Love the Apple Watch. It's great cause my phone is always in my pocket when I'm working so I can just look at it instead of pulling out my phone,5,"[""Love the Apple Watch . It 's great cause my phone is always in my pocket"", ""when I 'm working"", 'so I can just look at it instead of pulling out my phone']"
17401,17402,review,It's the best Apple Watch I've used so far. The always on display makes it feel more like a standard watch and the battery life is unbelievable.,5,"[""It 's the best Apple Watch I 've used so far ."", 'The always on display makes it feel', 'more like a standard watch and the battery life is unbelievable .']"
17973,17974,review,"Found a great deal at my Best Buy, and the size is comparable to the newer models, and not missing any major features on the newest Apple Watch.",5,"['Found a great deal at my Best Buy ,', 'and the size is comparable to the newer models ,', 'and not missing any major features on the newest Apple Watch .']"
18072,18073,review,I bought this new Apple Waych for my wife's birthday to replace an Apple Watch 3. She loves it! The new screen is much nicer and easier to read.,5,"[""I bought this new Apple Waych for my wife 's birthday"", 'to replace an Apple Watch 3 .', 'She loves it !', 'The new screen is much nicer and easier to read .']"
18631,18632,review,Had the original Apple Watch 1 for years and finally started slowing down so I decided to upgrade. It works perfectly and meets all expectations,5,"['Had the original Apple Watch 1 for years', 'and finally started slowing down', 'so I decided to upgrade .', 'It works perfectly and meets all expectations']"
18988,18989,review,"No need to carry your phone all the time with the apple watch which will give you notifications on emails, texts etc! Great to walk or run with!",5,"['No need to carry your phone all the time with the apple watch', 'which will give you notifications on emails , texts etc ! Great to walk or run with !']"
19230,19231,review,"I had a first generation Apple Watch, and while largely the same, this third generation watch actually works! Accurate censors and good battery.",5,"['I had a first generation Apple Watch ,', 'and while largely the same , this third generation watch actually works ! Accurate censors and good battery .']"
19671,19672,review,The black Apple Watch case by Speck has ridges for grips Feels secure in the hand when I hold it So hopefully won't drop my phone accidentally,5,"['The black Apple Watch case by Speck has ridges for grips Feels secure in the hand', 'when I hold', 'it So', 'hopefully won ' t drop my phone accidentally']"
21187,21188,review,I needed a new band because the original band irritated my skin. This WOCOOL band looks so stylish and elevates the look of the FitBit Charge 2.,5,"['I needed a new band', 'because the original band irritated my skin . This WOCOOL band looks so stylish and elevates the look of the FitBit Charge 2 .']"
21498,21499,review,"Apple products seem to work better when connected to Apple products. In this case, I had no problems charging my Apple Watch using this product.",5,"['Apple products seem to work better', 'when connected to Apple products . In this case ,', 'I had no problems', 'charging my Apple Watch', 'using this product .']"
21506,21507,review,"Battery lasts all day, that's it. It's an Apple Watch. The space grey does chip if you are hard on your watches. It's a good watch though.",5,"['Battery lasts all day ,', 'that ' s it .', 'It ' s an Apple Watch .', 'The space grey does chip', 'if you are hard on your watches .', 'It ' s a good watch though .']"
21714,21715,review,This is the third Apple Watch that I purchased. This is a very good price for Christmas gifts. I wouldn't purchase anything but a Apple Watch.,5,"['This is the third Apple Watch', 'that I purchased .', 'This', 'is a very good price for Christmas gifts .', 'I wouldn ' t purchase anything but a Apple Watch .']"
21748,21749,review,"I loved my original series 2 Apple Watch and I love this one so much more. I love how I can swim with it, I hated I couldn't with my other watch",5,"['I loved my original series 2 Apple Watch', 'and I love this one so much more .', 'I love', 'how I can swim with it ,', ""I hated I could n't with my other watch""]"
21789,21790,review,Works just like the apple watch but a fraction of the price. Nice sleek packaging. I'll defiantly be getting more for gifts this holiday season.,5,"['Works just like the apple watch but a fraction of the price . Nice sleek packaging .', ""I 'll defiantly"", 'be getting more for gifts this holiday season .']"
22412,22413,review,"i love my apple watch. it's versatile, accurate in workouts and heart beats reading, and easy to use. this is the best smart watch on the market",5,"['i love my apple watch .', ""it 's versatile , accurate in workouts and heart beats reading ,"", 'and easy to use . this is the best smart watch on the market']"
22422,22423,review,Fantastic sound by far the best wireless headset on the market if you want great sound. Very easy to set up and link to i-phone and apple watch.,5,"['Fantastic sound by far the best wireless headset on the market', 'if you want great sound . Very easy', 'to set up and link to i-phone and apple watch .']"
22450,22451,review,I love this band. Purchased for my Apple Watch. It is high quality and well made. The color doesn't fade. This band is good nut for the price.,5,"['I love this band . Purchased for my Apple Watch .', 'It is high quality and well made .', 'The color doesn ' t fade .', 'This band is good nut for the price .']"
22686,22687,review,"I am happy with my Apple Watch, it has countless features; such as many face screens you can choose from even customized ones like your picture.",5,"['I am happy with my Apple Watch ,', 'it has countless features ;', 'such as many face screens you can choose from even customized ones like your picture .']"
22734,22735,review,This is perfect for my Apple Watch 6. Project red. I work in a factory as a machine operator and this cover makes me feel safe with my watch on.,5,"['This is perfect for my Apple Watch 6 . Project red .', 'I work in a factory', 'as a machine operator and this cover makes me feel safe with my watch on .']"
23624,23625,review,"This charger is identical to the one that comes with the Fitbit Charge 3. So if you are looking for a replacement, this one will work perfectly.",5,"['This charger is identical to the one', 'that comes with the Fitbit Charge 3 .', 'So', 'if you are looking for a replacement ,', 'this one will work perfectly .']"
24850,24851,review,Great case for the price. I wanted a case that made the watch appear larger as the 4mm Apple Watch looked small on my wrist. This did just that.,5,"['Great case for the price . I wanted a case', 'that made the watch appear larger', 'as the 4mm Apple Watch looked small on my wrist . This', 'did just that .']"
24910,24911,review,I can't live without my Apple Watch even with a WHOOP tracker. Love being connected with my apps on the go or when I don't have my phone with me,5,"[""I ca n't live"", 'without my Apple Watch even with a WHOOP tracker .', 'Love being connected with my apps on the go', ""or when I do n't have my phone with me""]"
25017,25018,review,This is my 2nd Apple Watch. I wear it all the time and I especially like the updates I get immediately and the activity feature keeps me moving.,5,"['This is my 2nd Apple Watch .', 'I wear it all the time', 'and I especially like the updates I get immediately', 'and the activity feature keeps me moving .']"
25275,25276,review,"I had an Apple watch 3, and i felt the need to upgrade to Apple Watch 5, the new feature as ECG, hearing, the alert for falls it's just great.",5,"['I had an Apple watch 3 ,', 'and i felt the need', 'to upgrade to Apple Watch 5 , the new feature as ECG , hearing , the alert for falls', 'it ' s just great .']"
25311,25312,review,Pair your watch to phone and it is very easy to use. looks so sleek very similar to apple watch. Display and touch are good. It can track steps.,5,"['Pair your watch to phone', 'and it is very easy to use .', 'looks so sleek very similar to apple watch . Display', 'and touch are good .', 'It can track steps .']"
25977,25978,review,"with a nice bright display and perfect fit on my small wrist, I would any day prefer Apple Watch vs android watch. It's worth few extra dollars.",5,"['with a nice bright display and perfect fit on my small wrist ,', 'I would any day prefer Apple Watch vs android watch .', ""It 's worth few extra dollars .""]"
26233,26234,review,My daughter loves this apple watch. She can make call from it without having her phone with her and the watch can be used to make calls as well.,5,"['My daughter loves this apple watch . She can make call from it', 'without having her phone with her and the watch can be used', 'to make calls as well .']"
26898,26899,review,Its a beautiful watch worth buying. A little expensive on the side but my hubby is very happy with his new Apple Watch 5 series (Cellular & GPS),5,"['Its a beautiful watch worth buying . A little expensive on the side', 'but my hubby is very happy with his new Apple Watch 5 series', '( Cellular & GPS )']"
27256,27257,review,I love my Apple Watch. I'm glad I bought it. I don't have to keep pulling out my phone to find out who is calling and I can respond to text.,5,"['I love my Apple Watch .', 'I ' m glad I bought it .', 'I don ' t have to keep', 'pulling out my phone', 'to find out', 'who is calling', 'and I can respond to text .']"
27519,27520,review,"The health app is fantastic. I wouldn't say the Apple Watch is any better or worse than the Galaxy Active watches. I've used both, I enjoy both.",5,"['The health app is fantastic .', ""I would n't say"", 'the Apple Watch is any better or worse than the Galaxy Active watches .', ""I 've used both ,"", 'I enjoy both .']"
27654,27655,review,I love my fitbit charge 3. Its easy to use. I didn't have a problem charging it or using it. I have never owned one and found it east to operate,5,"['I love my fitbit charge 3 . Its easy to use .', ""I did n't have a problem"", 'charging it', 'or using it .', 'I have never owned one', 'and found it east to operate']"
27703,27704,review,Awesome band. Bought it for my apple watch and was a great purchase. Looks very nice and was a great price. Would definitely invest in it again.,5,"['Awesome band . Bought it for my apple watch', 'and was a great purchase .', 'Looks very nice', 'and was a great price .', 'Would definitely invest in it again .']"
27726,27727,review,"Love this apple watch. I have always been a big Apple person and this is my favorite watch thus far. love the displays, pixels, its all awesome!",5,"['Love this apple watch . I have always been a big Apple person', 'and this is my favorite watch thus far .', 'love the displays , pixels , its all awesome !']"
27843,27844,review,Pros: Lightweight Comfortable Looks like an Apple Watch Long battery life Feature packed Price Cons: Sensors readings a little lower than actual,5,"['Pros :', 'Lightweight Comfortable Looks like an Apple Watch Long battery life Feature packed Price Cons :', 'Sensors readings a little lower than actual']"
28091,28092,review,"My Apple watch can do what the Fitbit does, but it runs the battery down too much. Thus this secondary device fills the bill for a modest price.",5,"['My Apple watch can do what the Fitbit does ,', 'but it runs the battery down too much .', 'Thus this secondary device fills the bill for a modest price .']"
28125,28126,review,I liked the computer because it's simple and quick. It doesn't take long to do anything and being able to unlock it with my Apple Watch is good.,5,"['I liked the computer', ""because it 's simple and quick ."", ""It does n't take long to do anything"", 'and being able to unlock it with my Apple Watch is good .']"
28713,28714,review,"I love this watch very much and it was a great upgrade from Fitbit Charge 3. It has a beautiful display, great health tracking and accurate GPS.",5,"['I love this watch very much', 'and it was a great upgrade from Fitbit Charge 3 .', 'It has a beautiful display , great health tracking and accurate GPS .']"
