,Unnamed: 0,Unnamed: 0.1,ReviewID,Page Type,Full Text,Rating,Segments,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
1010,1010,12865,12866,review,"an awesome product. received as a gift. never thought that i wanted or needed an apple watch, until i received one. now, i can't live without it!",5,"[ 'an awesome product . received a a gift . ' , 'never thought ' , 'that i wanted or needed an apple watch , ' , 'until i received one . now , ' , `` i ca n't live '' , 'without it ! ' ]",0,0,0,0,0,0,0,0,0
1011,1011,12976,12977,review,"my first apple watch. it's really a cool device. the 38 mm size was the perfect size, i'm not sure they make it that small in the newer releases.",5,"[ `` my first apple watch . it 's really a cool device . `` , 'the 38 mm size wa the perfect size , ' , `` i 'm not sure '' , 'they make it that small in the newer release . ' ]",0,0,0,0,1,0,0,0,0
1014,1014,14633,14634,review,"apple watch are great and this one i bought for my wife and she loves it. works great for all it is suppose to do. also, the battery life is good",5,"[ 'apple watch are great ' , 'and this one i bought for my wife ' , 'and she love it . ' , 'works great for all it is suppose to do . also , ' , 'the battery life is good ' ]",0,0,0,0,0,0,0,1,0
1015,1015,14753,14754,review,this is my second apple watch and i still love the product. the apple waych is pretty much a part. of me and i barely go anywhere without it now!,5,"[ 'this is my second apple watch ' , 'and i still love the product . ' , 'the apple waych is pretty much a part . of me ' , 'and i barely go anywhere ' , 'without it now ! ' ]",0,0,0,0,0,0,0,0,0
1016,1016,15134,15135,review,i didn't want an led apple watch like watch i wanted a watch that was fun and functional and also simple for my daughter it fills all the boxes,5,"[ ' i didn ' t want an led apple watch like watch ' , ' i wanted a watch ' , 'that wa fun and functional ' , 'and also simple for my daughter it fill all the box ' ]",1,0,0,1,0,0,0,0,0
1017,1017,15490,15491,review,ordered online and it was ready within an hour. an associate brought it right to my car. love the apple watch it helps me keep up with my fitness,5,"[ 'ordered online and it wa ready within an hour . an associate ' , 'brought it right to my car . ' , 'love the apple watch ' , 'it help me keep up with my fitness ' ]",0,0,0,0,0,0,1,0,0
1019,1019,15722,15723,review,i am so happy i waited to purchase this watch! i got the very first apple watch some years ago and i must say this generation is way more better!,5,"[ ' i am so happy ' , ' i waited to purchase this watch ! ' , ' i got the very first apple watch some year ago ' , 'and i must say ' , 'this generation is way more better ! ' ]",1,0,0,0,0,0,0,0,0
1023,1023,16163,16164,review,i purchased this as a gift . it was very timely because the person who received it was able to check their ekg with the apple watch. a life saver,5,"[ ' i purchased this a a gift . ' , 'it wa very timely ' , 'because the person ' , 'who received it ' , 'was able to check their ekg with the apple watch . a life saver ' ]",0,0,0,0,0,0,1,0,0
1024,1024,16204,16205,review,"i have had many smart watches but this is my first apple watch and i love it, is fantastic, the quality is huge, is beautiful and very funcional.",5,"[ ' i have had many smart watch ' , 'but this is my first apple watch ' , 'and i love it , ' , 'is fantastic , the quality is huge , is beautiful and very funcional . ' ]",0,0,0,0,0,0,0,1,0
1025,1025,16310,16311,review,i really love my fitbit inspire hr.. has me up and moving and making great progress in helping me lose weight..it does so much at a great price..,5,"[ ' i really love my  .. ha me up and moving and making great progress ' , 'in helping me lose weight .. ' , 'it doe so much at a great price .. ' ]",0,0,0,0,0,0,0,0,0
1026,1026,16429,16430,review,finally talked her into apple watch as she had a fitbit. she loves the watch as it has so many more features than the fitbit and is more durable.,5,"[ 'finally talked her into apple watch ' , 'as she had a fitbit . ' , 'she love the watch ' , 'as it ha so many more feature than the fitbit ' , 'and is more durable . ' ]",0,0,0,0,0,0,0,0,0
1027,1027,16538,16539,review,"while i love my apple watch i feel the size is a bit too much. looking back at it, i would get the smaller size and save the difference in price.",5,"[ 'while i love my apple watch i feel ' , 'the size is a bit too much . ' , 'looking back at it , ' , ' i would get the smaller size and save the difference in price . ' ]",0,0,0,0,0,0,0,0,0
1028,1028,16679,16680,review,i love this smart watch. it looks very simple but it almost has all the feature you can find in fit-bit and apple watch. totally worth the price.,5,"[ ' i love this smart watch . ' , 'it look very simple ' , 'but it almost ha all the feature ' , 'you can find in fit-bit and apple watch . ' , 'totally worth the price . ' ]",0,0,0,1,1,1,0,0,0
1029,1029,17501,17502,review,easy to use and pair with my apple phone fraction of the price compared to an apple watch. not really into named brands if it serves its purpose.,5,"[ 'easy to use and pair with my apple phone fraction of the price ' , 'compared to an apple watch . ' , 'not really into named brand ' , 'if it serf it purpose . ' ]",0,0,0,0,0,0,0,0,0
1031,1031,18887,18888,review,"this was a christmas present for my son, he has enjoyed the use of his nike apple watch. he wears it daily and he has not had any issues to dare.",5,"[ 'this wa a christmas present for my son , ' , 'he ha enjoyed the use of his nike apple watch . ' , 'he wear it daily ' , 'and he ha not had any issue to dare . ' ]",0,0,0,0,0,0,0,0,0
1033,1033,19566,19567,review,love the way my apple watch works. it's very handy to recall information when you are in a hurry. helps a lot when you need to find your phone.,5,"[ 'love the way my apple watch work . it ' s very handy to recall information ' , 'when you are in a hurry . help a lot ' , 'when you need to find your phone . ' ]",0,0,0,0,0,0,0,0,0
1034,1034,19661,19662,review,apple watch series 3 gps/cellular...watch in excellent condition. took a while to update but i just let it update over night. speaker is amazing.,5,"[ ' gps/cellular ... watch in excellent condition . took a ' , 'while to update ' , 'but i just let it update over night . ' , 'speaker is amazing . ' ]",0,0,0,0,0,0,0,0,0
1035,1035,19853,19854,review,what's not to like with an apple watch! love all the bells and whistles. still learning all the different features with this watch. very happy.,5,"[ 'what ' s not to like with an apple watch ! ' , 'love all the bell and whistle . ' , 'still learning all the different feature with this watch . very happy . ' ]",1,0,0,0,0,0,0,0,0
1036,1036,20186,20187,review,love this thing! it's like an apple watch but so much less money and l with just as cool features! makes an excellent fitness tracker in the gym!,5,"[ `` love this thing ! it 's like an apple watch '' , 'but so much le money and l with just a cool feature ! ' , 'makes an excellent fitness tracker in the gym ! ' ]",0,0,0,0,1,1,0,0,0
1037,1037,20344,20345,review,"amazing apple watch, i have been using this for less than two weeks and it is very good. this device was an upgrade from my apple watch series 3.",5,"[ 'amazing apple watch , i have been using this for le than two week ' , 'and it is very good . ' , 'this device wa an upgrade from my  . ' ]",0,0,0,0,0,0,0,0,0
1038,1038,20502,20503,review,"my second apple watch but not my last. love it for the safety measures built in. now i have servers 7 but i'll be there for 8, 9, and beyonfpd.",5,"[ 'my second apple watch but not my last . love it for the safety measure ' , 'built in . ' , 'now i have server 7 ' , 'but i ' ll be there for 8 , 9 , and beyonfpd . ' ]",0,0,0,0,0,0,0,0,0
1039,1039,20758,20759,review,awesome device…number/letter size adjustable which is great so i don't have to squint. no need for fitbit..apple watch has even more settings,5,"[ 'awesome device…number/letter size adjustable ' , 'which is great so ' , ' i don ' t have to squint . no ' , 'need for fitbit .. apple watch ha even more setting ' ]",0,0,0,0,1,0,0,0,0
1040,1040,20934,20935,review,i love my new apple watch better than the first six watches. i love service i received from best buy and for having the watch i were looking for.,5,"[ ' i love my new apple watch better than the first six watch . ' , ' i love service ' , ' i received from best buy ' , 'and for having the watch i were looking for . ' ]",0,0,0,0,0,0,0,0,0
1041,1041,21091,21092,review,very prestigious apple watch! this is actually the one i would recommend if you are not a strenuous adventurer and it is useful in all occasions!,5,"[ 'very prestigious apple watch ! this is actually the one i would recommend ' , 'if you are not a strenuous adventurer ' , 'and it is useful in all occasion ! ' ]",0,0,0,0,0,0,1,0,0
1042,1042,21654,21655,review,"for the money, you can't beat this watch. my girlfriend has the hermès apple watch and we can't believe the similarities... well done! 10/10",5,"[ 'for the money , ' , 'you can ' t beat this watch . ' , 'my girlfriend ha the hermès apple watch ' , 'and we can ' t believe ' , 'the similarity ... well done ! 10/10 ' ]",0,0,0,0,0,0,0,0,0
1043,1043,21724,21725,review,i work with kids and at time i'm not able to reply to my message on my phone. the apple watch comes in handy to reply or to see my notifications.,5,"[ `` i work with kid and at time i 'm not able to reply to my message on my phone . `` , 'the apple watch come in handy to reply or to see my notification . ' ]",0,0,0,0,0,0,0,0,0
1044,1044,21810,21811,review,i got apple watch 38mm black for my wife on her birthday and she wanted to put rose gold belt \nby buying this it looked good with rose gold belt,5,"[ ' i got apple watch 38mm black for my wife on her birthday ' , 'and she wanted to put rose gold belt \\nby ' , 'buying this ' , 'it looked good with rose gold belt ' ]",0,0,0,0,0,0,0,0,0
1046,1046,22967,22968,review,"love this watch, it's like having all your health information on your arm. so stylish, everybody think it's an apple watch. it does so much more.",5,"[ `` love this watch , it 's like having all your health information on your arm . `` , 'so stylish , ' , 'everybody think ' , `` it 's an apple watch . `` , 'it doe so much more . ' ]",0,0,0,0,1,0,0,0,0
1047,1047,23135,23136,review,using this for my new apple watch. easy to put on and comfortable to wear. i prefer this over the plastic one that comes standard with the watch.,5,"[ 'using this for my new apple watch . easy to put on and comfortable to wear . ' , ' i prefer this over the plastic one ' , 'that come standard with the watch . ' ]",0,0,0,1,0,0,0,0,0
1050,1050,23858,23859,review,i went to best buy to see about getting my series 3 apple watch repaired and they talked me into not only replacing but upgrading. i'm glad i did,5,"[ ' i went to best buy to see about getting my series 3 apple watch repaired ' , 'and they talked me into not only replacing but upgrading . ' , `` i 'm glad '' , ' i did ' ]",0,0,0,0,0,0,0,0,0
1051,1051,23951,23952,review,"this is our 2nd apple watch, and i have to say that the quality of this model is on point. the os is very friendly and overall it is a great buy.",5,"[ 'this is our 2nd apple watch , ' , 'and i have to say ' , 'that the quality of this model is on point . ' , 'the o is very friendly ' , 'and overall ' , 'it is a great buy . ' ]",0,0,0,0,0,0,0,1,0
1053,1053,24172,24173,review,"i like all the apps and features of the apple watch. i have used it for texting, emails, exercise, time, date, weather, and talking on the phone.",5,"[ ' i like all the apps and feature of the apple watch . ' , ' i have used it for texting , email , exercise , time , date , weather , ' , 'and talking on the phone . ' ]",0,0,0,0,0,0,0,0,0
1054,1054,24661,24662,review,got my fitbit versa 2 this morning. i've been playing around with it all morning. loving all the new features! having alexa on my wrist is great!,5,"[ `` got my fitbit  this morning . i 've been playing around with it all morning . `` , 'loving all the new feature ! having alexa on my wrist is great ! ' ]",0,0,0,0,0,0,0,0,0
1055,1055,24933,24934,review,"very light weight, fast setup i haven't tried the remote because my apple watch connects to my phone and i am able to take pictures through it.",5,"[ 'very light weight , fast setup ' , ' i haven ' t tried the remote ' , 'because my apple watch connects to my phone ' , 'and i am able to take picture through it . ' ]",0,0,0,0,0,0,0,0,0
1057,1057,25519,25520,review,i love this band!! it was easy to put on my fitbit versa and it just looks so good! i did have to trim it down a bit but that's not hard to do.,5,"[ ' i love this band ! ! ' , 'it wa easy to put on my  ' , 'and it just look so good ! ' , ' i did have to trim ' , 'it down a bit ' , 'but that ' s not hard to do . ' ]",0,0,0,0,1,0,0,0,0
1058,1058,26149,26150,review,this christmas i will have had my apple watch 4 for two years. it has performed perfectly. i plan to trade up this christmas. i highly recommend.,5,"[ 'this christmas i will have had my apple watch 4 for two year . ' , 'it ha performed perfectly . ' , ' i plan to trade up this christmas . ' , ' i highly recommend . ' ]",0,0,0,0,0,0,0,0,0
1059,1059,26925,26926,review,i love my apple watch series 3 (gps). i enjoy having it and being able to talk through the speaker microphone to send responses to text messages.,5,"[ ' i love my  ' , ' ( gps ) . ' , ' i enjoy having it ' , 'and being able to talk through the speaker microphone to send response to text message . ' ]",1,0,0,0,0,0,0,0,0
1060,1060,26942,26943,review,i've tried several different types and brands of smartwatches the galaxy active 2 is by far the best even compared to my daughters apple watch!!!,5,"[ `` i 've tried several different type '' , 'and brand of smartwatches the galaxy active 2 is by far the best ' , 'even compared to my daughter apple watch ! ! ! ' ]",0,0,0,0,0,0,0,0,0
1061,1061,27112,27113,review,a very good watch if you work in the healthcare field and a good watch in general. saved me from buying an apple watch haha which i don't need!,5,"[ ' a very good watch ' , 'if you work in the healthcare field and a good watch in general . ' , 'saved me from buying an apple watch haha ' , 'which i don ' t need ! ' ]",0,0,0,0,0,0,0,0,0
1062,1062,27162,27163,review,i waited a long time and finally purchased an apple watch. it is one of my best purchases ever. it's features are unending. i absolutely love it!,5,"[ ' i waited a long time ' , 'and finally purchased an apple watch . ' , 'it is one of my best purchase ever . ' , `` it 's feature are unending . `` , ' i absolutely love it ! ' ]",0,0,0,0,0,0,0,0,0
1063,1063,27225,27226,review,purchased this for the ecg feature. i've loved all the extras over my fitbit. i do miss the battery life & sleep monitoring of my fitbit versa.,5,"[ 'purchased this for the ecg feature . ' , ' i ' ve loved all the extra over my fitbit . ' , ' i do miss the battery life & sleep monitoring of my  . ' ]",0,0,0,0,0,0,0,0,0
1065,1065,28458,28459,review,"our son was excited about his new apple watch!! he's 11 yrs old and is now into reaching his move, exercise, and stand goals. win, win for us!!",5,"[ 'our son wa excited about his new apple watch ! ! ' , 'he ' s 11 yr old ' , 'and is now into reaching his move , exercise , and stand goal . win , ' , 'win for u ! ! ' ]",0,0,0,0,0,0,0,0,0
1066,1066,28846,28847,review,all my teenage daughter has wanted for christmas is an apple watch. this version fits what she needs and is a great value vs. the newer versions!,5,"[ 'all my teenage daughter ha wanted for christmas is an apple watch . this version fit ' , 'what she need ' , 'and is a great value vs. the newer version ! ' ]",0,0,0,0,0,1,0,0,0
1067,1067,29076,29077,review,i have used this apple watch everyday (without exception) for nearly six months now. it works so well and everything about it is super intuitive.,5,"[ ' i have used this apple watch everyday ' , ' ( without exception ) ' , 'for nearly six month now . it work so well ' , 'and everything about it is super intuitive . ' ]",0,0,0,0,0,0,0,0,0
1068,1068,30355,30356,review,"best watch and first apple watch i ever purchased, it's nice and good to use when running and ofc very needed when you leave your phone behind.",5,"[ 'best watch and first apple watch i ever purchased , ' , 'it ' s nice and good to use ' , 'when running and ofc very needed ' , 'when you leave your phone behind . ' ]",0,0,0,0,0,0,0,0,0
1069,1069,30975,30976,review,apple watches are the way to go. i do love my samsung but the simplicity of the apple watch is amazing. it makes it simple to use and understand.,5,"[ 'apple watch are the way ' , 'to go . ' , ' i do love my samsung ' , 'but the simplicity of the apple watch is amazing . ' , 'it make it simple to use and understand . ' ]",0,0,0,1,0,0,0,0,0
1070,1070,31305,31306,review,this is by far my favorite apple watch band!! the staff was very friendly and helpful!! i will definitely be back when i need another watch band!,5,"[ 'this is by far my favorite apple watch band ! ! ' , 'the staff wa very friendly and helpful ! ! ' , ' i will definitely be back ' , 'when i need another watch band ! ' ]",0,0,0,0,0,0,1,0,0
1071,1071,31558,31559,review,"replaced another apple watch series 3 that had its screen crack. really glad they are still making this affordable, but still really good option!",5,"[ 'replaced another  ' , 'that had it screen crack . really glad ' , 'they are still making this affordable , ' , 'but still really good option ! ' ]",0,0,0,0,0,0,0,0,0
1072,1072,31957,31958,review,i have had a fitbit charge 4 since last summer. i got this for my boyfriend and he absolutely loves it too! best workout/health tracker i've had!,5,"[ ' i have had a  since last summer . ' , ' i got this for my boyfriend ' , 'and he absolutely love it too ! best workout/health tracker ' , `` i 've had ! '' ]",0,0,0,0,0,0,0,0,0
1073,1073,33077,33078,review,"i really like this apple watch 6,i traded in my apple waatch 3 for it\nall the new features i wanted especially the heart apps and the blue color",5,"[ ' i really like this apple watch 6 , ' , ' i traded in my apple waatch 3 for it\\nall the new feature i wanted especially the heart apps and the blue color ' ]",0,0,0,0,0,0,0,0,0
1074,1074,33829,33830,review,i had to return this item because my children gave my wife an apple watch for her birthday. it performed very well for the sort time she used it.,5,"[ ' i had to return this item ' , 'because my child gave my wife an apple watch for her birthday . ' , 'it performed very well for the sort time ' , 'she used it . ' ]",0,0,0,0,0,0,1,0,0
1075,1075,34101,34102,review,the insigna magnetic charging cable for the apple watch works perfectly. plug it into the usb port in a vehicle or at home and the watch charges.,5,"[ 'the insigna magnetic charging cable for the apple watch work perfectly . ' , 'plug it into the usb port in a vehicle or at home and the watch charge . ' ]",0,0,0,0,0,0,0,0,0
1077,1077,34992,34993,review,"i bought these to adapt my apple watch charging cable to connect it with a traditional usb cable so we can use our wall charger. works perfectly,",5,"[ ' i bought these to adapt my apple watch ' , 'charging cable to connect it with a traditional usb cable ' , 'so we can use our wall charger . work perfectly , ' ]",0,0,0,0,0,0,0,0,0
1078,1078,35087,35088,review,i love my apple watch! i recently had a heart issue and i love that i can check my ekg and heart rate! all the other features are wonderful also!,5,"[ ' i love my apple watch ! ' , ' i recently had a heart issue ' , 'and i love ' , 'that i can check my ekg and heart rate ! ' , 'all the other feature are wonderful also ! ' ]",0,0,0,0,0,0,1,0,0
1079,1079,222,223,review,just received in the mail today and guess what. the box is empty! there was no apple watch inside. nothing but a charger. ridiculous! 😡😡😡,1,"[ 'just received in the mail today ' , 'and guess what . the box is empty ! ' , 'there wa no apple watch inside . nothing but a charger . ridiculous ! 😡😡😡 ' ]",0,0,0,0,0,0,0,0,0
1080,1080,913,914,review,fitbit versa 2 has stopped working. item was purchased 6/13/2021. will not hold a charge. would like a replacement. how can this be accomplished ?,1,"[ 'fitbit  ha stopped working . ' , 'item wa purchased 6/13/2021 . will ' , 'not hold a charge . ' , 'would like a replacement . ' , 'how can this be accomplished ? ' ]",0,0,0,0,0,0,0,0,0
1081,1081,1008,1009,review,do not buy . the apple watch app on iphones is crashing a lot recently and renders apple watch useless ! safe the $500 and buy a good garmin watch,1,"[ 'do not buy . ' , 'the apple watch app on iphones is crashing a lot recently and render apple watch useless ! ' , 'safe the $ 500 ' , 'and buy a good garmin watch ' ]",0,0,0,0,0,0,0,0,0
1082,1082,1142,1143,review,okay well first off my apple watch came with someone else account on it...it wouldn't let me connect my watch to my phone. i would not recommend,1,"[ 'okay well first off my apple watch ' , 'came with someone else account on it ... ' , 'it wouldn ' t let me connect my watch to my phone . ' , ' i would not recommend ' ]",0,0,0,0,0,0,0,0,0
1084,1084,2524,2525,review,i had to return them was the wrong size for my apple watch . but i purchased some other ones . i love to shop at best buy online or in the store .,2,"[ ' i had to return them wa the wrong size for my apple watch . ' , 'but i purchased some other one . ' , ' i love to shop at best buy online or in the store . ' ]",0,0,0,0,0,0,0,0,0
1085,1085,3719,3720,review,"was looking for an apple watch stand that wasn't too bulky, and was sleek looking. this isn't the best but for the price you can't go wrong!",3,"[ 'was looking for an apple watch stand ' , 'that wasn ' t too bulky , ' , 'and wa sleek looking . ' , 'this isn ' t the best but for the price ' , 'you can ' t go wrong ! ' ]",0,0,0,0,0,1,0,0,0
1086,1086,4058,4059,review,"bought this to upgrade my wife's older apple watch. i personally hate apple products, however my wife likes this watch. i think it's pure garbage.",3,"[ `` bought this to upgrade my wife 's older apple watch . `` , ' i personally hate apple product , however my wife like this watch . ' , ' i think ' , `` it 's pure garbage . '' ]",0,0,0,0,0,0,0,0,0
1087,1087,4318,4319,review,"limited language support. heart rate accuracy is way off compared to apple watch, especially with interval training. battery is impressive though.",3,"[ 'limited language support . heart rate accuracy is way off ' , 'compared to apple watch , especially with interval training . battery ' , 'is impressive though . ' ]",0,0,0,0,0,0,0,0,0
1088,1088,5409,5410,review,what a great and much more affordable alternative to the apple watch. the style is simple and sleek and does everything i need. good for the price,4,"[ 'what a great and much more affordable alternative to the apple watch . the style is simple and sleek ' , 'and doe everything i need . good for the price ' ]",0,0,0,1,1,1,0,0,0
1089,1089,5897,5898,review,this is a good experience to have an apple watch. but it is not much useful. apple watch sensors are possibly better than other available watches.,4,"[ 'this is a good experience ' , 'to have an apple watch . ' , 'but it is not much useful . ' , 'nsor are possibly better than other available watch . ' ]",0,0,0,0,0,0,0,0,0
1092,1092,6302,6303,review,i really like how it works with my apple watch and phone. very easy to connect and use music for sleep time or playing with doing things close by.,4,"[ ' i really like ' , 'how it work with my apple watch and phone . ' , 'very easy to connect and use music for sleep time ' , 'or playing with doing thing close by . ' ]",0,1,0,1,0,0,0,0,0
1093,1093,7943,7944,review,this defense bummer definitely came in handy in protecting my apple watch. it's a must buy if you don't want scratches on the sides of your watch.,4,"[ 'this defense bummer definitely came in handy in protecting my apple watch . ' , `` it 's a must buy '' , `` if you do n't want scratch on the side of your watch . '' ]",0,0,0,0,0,0,0,0,0
1094,1094,7945,7946,review,upgraded from a series 5 you cant hardly spot the differences. but the watch is nice and if youve never owned an apple watch i highly recommend it,4,"[ 'upgraded from a series 5 you cant hardly spot the difference . ' , 'but the watch is nice ' , 'and if youve never owned an apple watch i ' , 'highly recommend it ' ]",0,0,0,0,0,0,0,0,0
1095,1095,8189,8190,review,this is the third apple watch i owned - it replace one that i broke - its a good value given the price without paying for features that i dont use,4,"[ 'this is the third apple watch ' , ' i owned - ' , 'it replace one ' , 'that ' , ' i broke - it a good value ' , 'given the price ' , 'without paying for feature ' , 'that i dont use ' ]",0,0,0,0,0,1,0,0,0
1096,1096,8271,8272,review,great quality video and easy setup. provides great peace of mind when i am away by sending motion alerts with a photo to my phone and apple watch.,4,"[ 'great quality video and easy setup . provides great peace of mind ' , 'when i am away by sending motion alert with a photo to my phone and apple watch . ' ]",0,0,0,1,0,0,1,1,0
1097,1097,8309,8310,review,great watch. love that you can turn on water mode and wear it while swimming. wish it had a longer battery life. but comparable to an apple watch.,4,"[ 'great watch . love ' , 'that you can turn on water mode ' , 'and wear it ' , 'while swimming . ' , 'wish it had a longer battery life . ' , 'but ' , 'comparable to an apple watch . ' ]",0,0,0,0,0,0,0,0,0
1098,1098,9477,9478,review,"after having my apple watch 1 series since they first came out, it was finally time to upgrade and i'm glad i did. the new features are amazing.",5,"[ 'after having my apple watch 1 series ' , 'since they first came out , ' , 'it wa finally time to upgrade ' , 'and i ' m glad i did . ' , 'the new feature are amazing . ' ]",0,0,0,0,0,0,0,0,0
1099,1099,10568,10569,review,i bought this one as a present and it's worked perfect. i can't live without my apple watch. i personally own the same one and it's my life.,5,"[ ' i bought this one a a present ' , 'and it ' s worked perfect . ' , ' i can ' t live ' , 'without my apple watch . ' , ' i personally own the same one ' , 'and it ' s my life . ' ]",0,0,0,0,0,0,0,0,0
1102,1102,11338,11339,review,love my apple watch being able to connect to my phone and also being able to make and receive calls and messages without having to pickup my phone,5,"[ 'love my apple watch being able to connect to my phone ' , 'and also being able to make and receive call and message ' , 'without having to pickup my phone ' ]",0,1,0,0,0,0,0,0,0
1103,1103,11497,11498,review,great product i've had my apple watch for a longtime and has held up nice so i got my daughter one for graduation gift she's gonna be so happy,5,"[ 'great product ' , ' i ' ve ' , 'had my apple watch for a longtime ' , 'and ha held up nice ' , 'so i got my daughter one for graduation gift ' , 'she ' s gon na be so happy ' ]",1,0,0,0,0,0,0,0,0
1104,1104,11808,11809,review,"i was skeptical about upgrading from my apple watch series 1 to this, but i am so glad i did. the watch has a lot of great specs to it. i love it!",5,"[ ' i wa skeptical about upgrading from my  to this , ' , 'but i am so glad ' , ' i did . ' , 'the watch ha a lot of great spec to it . ' , ' i love it ! ' ]",0,0,0,0,0,0,0,0,0
1105,1105,11936,11937,review,"i love this fitbit. it has just enough features to be worth the extra money. i bought it because the apple watch was too expensive, and i love it.",5,"[ ' i love this fitbit . ' , 'it ha just enough feature to be worth the extra money . ' , ' i bought it ' , 'because the apple watch wa too expensive , ' , 'and i love it . ' ]",0,0,0,0,0,1,0,0,0
1107,1107,12200,12201,review,the apple watch works very good with the apple phone makes your life a lot easier without having to pick up your phone every morning or every text,5,"[ 'the apple watch work very good with the apple phone make your life a lot easier ' , 'without having to pick up your phone every morning or every text ' ]",0,0,0,0,0,0,0,0,0
1109,1109,12421,12422,review,"good value for the watch. reliable and does the job. if you aren't looking for an apple watch that has every feature, highly recommend this one!",5,"[ 'good value for the watch . reliable ' , 'and doe the job . ' , 'if you aren ' t looking for an apple watch ' , 'that ha every feature , ' , 'highly recommend this one ! ' ]",0,0,0,0,0,1,0,0,1
1110,1110,12603,12604,review,apple watch. does everything you expect it to. it's comfortable and easy to set up. very pleased with the battery life of this watch. looks great.,5,"[ 'apple watch . doe everything you expect it to . ' , `` it 's comfortable and easy to set up . very '' , 'pleased with the battery life of this watch . look great . ' ]",0,0,0,1,1,0,0,1,0
1111,1111,13222,13223,review,"apple watch is a do it all tool. my wife loves it. she tracks workouts, heart rate, and sleep habits. it also is a great y tool for communication.",5,"[ 'apple watch is a do it all tool . ' , 'my wife love it . ' , 'she track workout , heart rate , and sleep habit . ' , 'it also is a great y tool for communication . ' ]",0,0,0,0,0,0,0,0,0
1112,1112,13678,13679,review,gifted to hubby for xmas along with this new apple watch and he loves it. he said it feels so light that you hardly notice you're wearing a watch.,5,"[ 'gifted to hubby for xmas along with this new apple watch ' , 'and he love it . ' , 'he said ' , 'it feel so light ' , `` that you hardly notice you 're wearing a watch . '' ]",0,0,0,0,0,0,0,0,0
1113,1113,13855,13856,review,works as expected. keeps apple watch fully charged. easy to set up. display dimming feature is nice. keeps bedroom from being too bright at night.,5,"[ 'works ' , 'as expected . ' , 'keeps apple watch fully charged . easy ' , 'to set up . display dimming feature is nice . keep bedroom ' , 'from being too bright at night . ' ]",0,0,0,1,0,0,0,0,0
1116,1116,14520,14521,review,"upgraded from charge 2. more options, as well as gps, which was a key 'sell' for this versus apple watch. so far, pleased with this tracker/watch.",5,"[ 'upgraded from  . more option , a well a gps , ' , `` which wa a key 'sell ' for this versus apple watch . `` , 'so far , ' , 'pleased with this tracker/watch . ' ]",0,0,0,0,0,0,0,0,0
1117,1117,14521,14522,review,great apple watch. works great and allows me to track my walking and activity. it was a great purchase and highly recommend for tracking activity.,5,"[ 'great apple watch . work great ' , 'and allows me to track my walking and activity . ' , 'it wa a great purchase ' , 'and highly recommend for tracking activity . ' ]",0,0,0,0,0,0,1,0,0
1118,1118,14871,14872,review,i love my apple watch series 5! i was worried at first that i was spending so much money on something but the value of this watch is immeasurable!,5,"[ ' i love my  ! ' , ' i wa worried at first ' , 'that i wa spending so much money on something ' , 'but the value of this watch is immeasurable ! ' ]",0,0,0,0,0,1,0,0,0
1121,1121,15464,15465,review,"i switched from a fitbit versa. although i loved my fitbit, the apple watch does so much more. i will probably never go back to a different brand.",5,"[ ' i switched from a  . ' , 'although i loved my fitbit , ' , 'the apple watch doe so much more . ' , ' i will probably never go back to a different brand . ' ]",0,0,0,0,0,0,0,0,0
1123,1123,16726,16727,review,great smart watch that puts apple watch to shame... it makes the apple watch look like fisher price's my first smart watch so listen up millennial,5,"[ 'great smart watch ' , 'that put apple watch to shame ... ' , `` it make the apple watch look like fisher price 's my first smart watch '' , 'so listen up millennial ' ]",0,0,0,0,1,1,0,0,0
1124,1124,16927,16928,review,"my original fitbit versa finally stopped working, so i bought the versa 2 and just love it. no complaints, tracks and syncs better than the first!",5,"[ 'my original  finally stopped working , ' , 'so i bought the  ' , 'and just love it . no complaint , track and syncs better than the first ! ' ]",0,1,0,0,0,0,0,0,0
1125,1125,17372,17373,review,doesn't have the bells and whistles as an apple watch does but is a far better value and very effective. listening to music on the watch is a pain,5,"[ `` doe n't have the bell and whistle '' , 'as an apple watch doe ' , 'but is a far better value and very effective . ' , 'listening to music on the watch is a pain ' ]",0,0,0,0,0,1,0,0,0
1127,1127,17751,17752,review,"i bought the fossil for the style of the watch. i am not to satisfied with it, the battery doesn't last. i think i'm going back to my apple watch.",5,"[ ' i bought the  for the style of the watch . ' , ' i am not to satisfied with it , ' , `` the battery doe n't last . `` , ' i think ' , `` i 'm going back to my apple watch . '' ]",0,0,0,0,1,0,0,0,0
1128,1128,17754,17755,review,love the apple watch. accidentally put in the washer and still works after getting soaked. convenient to check texts and email among other things.,5,"[ 'love the apple watch . accidentally put in the washer ' , 'and still work ' , 'after getting soaked . convenient ' , 'to check text ' , 'and email among other thing . ' ]",0,0,0,0,0,0,0,0,0
1129,1129,17931,17932,review,i bought this new apple waych for my wife's birthday to replace an apple watch 3. she loves it! the new screen is much nicer and easier to read.,5,"[ ' i bought this new apple waych for my wife ' s birthday ' , 'to replace an apple watch 3 . ' , 'she love it ! ' , 'the new screen is much nicer and easier to read . ' ]",0,0,0,0,0,0,0,0,0
