,ReviewID,Page Type,Full Text,Rating
8960,8961,review,"Before I found out I was pregnant, I bought a Fitbit Charge 2, thinking I was packing on the pandemic pounds, and because I felt like my Mi Band 3 was no longer tracking my HR accurately when sprinting. When I was pregnant, I used my fitbit Charge 2 to help me maintain a healthy pregnancy weight, and hit a certain number of steps daily for my physical activity. This was important to me, because I didn't want to develop gestational diabetes as I did with my first pregnancy. I now mostly use this device for tracking my steps and sleep, and continue to wear it daily. I realize this device came out in 2016, so this will likely be for folks buying used/Open Box versions of this fitbit. For the most part, I do like my fitbit Charge 2. Steps tracker When I chop vegetables on the chopping block, my Charge 2 counts these as 'steps.' Walking slowly around the grocery store pushing my baby's stroller, the Charge 2 doesn't seem to detect my steps. The floor/s count tracker is fine, but also not perfect. Every now and then when the Charge 2 'realizes' I've been sitting at the computer for a while, it reminds me to get up and take a few steps. I mostly appreciate this feature. When I'm working on something, it's a bit bothersome. If I sporadically decide to engage in some form of activity, it automatically recognizes and logs the activity. Though I can also manually choose between the options Run, Weights, Treadmill, Workout, Elliptical, Bike and Interval Workout. Sleep tracker OK, occasionally inaccurate. I often wake up around 3:45AM to feed my baby, then go back to sleep. The Charge 2 usually counts the hours I sleep after waking up at 3:45. Sometimes, it doesn't. The sleep tracker matters to me, as I try to get at least 6 hours of sleep daily (7 is ideal, afaik). Battery time Lasts a few days, so that's great. I appreciate anything I won't need to charge every day. App I like the app because it creates a fun experience that elevates the whole thing. Maybe fitbit made it so they can boast that it's not just a device that tracks numbers, but a lifestyle. The small milestones and badges are fun and enlightening (trivia stuff, like ""you've walked the entire length of New Zealand!""). It's like your very own supportive friend/coach that's fun and isn't judgy and acknowledges your small achievements, encouraging you to keep up the great work. IMO, fitbit capitalizes on this whole aspect of the product, and it doesn't help that most Americans are lonely (look up the NPR article). What I think can be improved I was pretty sure Premium would have Pregnancy/Pregnant mode, I was excited when I started my free trial. Nope. No Pregnant mode. The app kept asking me to log my period, and all I could think of was, ""You're not getting that info anytime soon."" Getting OC about this, but when you tap the 'face' of the device, it tells you the date, but not the day of the week. There's also nothing showing you what the temp is outside, so you know what to wear before heading out. My old Mi Band 3 had this feature, and that's 1 of the things that I miss about it. Ideas for the future Not having to log food and water manually. Wouldn't it be nice to take a picture of your bowl of pho, and the app automatically knows how many calories are in it? At the very least, I wish I could just take a picture of my meal and somewhere in the app, a click of a button shows me my pics of the food I've eaten that day. I have a pretty good idea of the number of cals in the food that I eat, and I think a visual guide will be a sufficient reminder. Solar-charging capability? A safety feature that will make the fitbit double as a 'siren' that produces a really loud sound, to keep joggers safe? tt Momazon Reviews 4.0 out of 5 stars I like/appreciate it, but don't love 💗 it Reviewed in the United States on March 14, 2022 Before I found out I was pregnant, I bought a Fitbit Charge 2, thinking I was packing on the pandemic pounds, and because I felt like my Mi Band 3 was no longer tracking my HR accurately when sprinting. When I was pregnant, I used my fitbit Charge 2 to help me maintain a healthy pregnancy weight, and hit a certain number of steps daily for my physical activity. This was important to me, because I didn't want to develop gestational diabetes as I did with my first pregnancy. I now mostly use this device for tracking my steps and sleep, and continue to wear it daily. I realize this device came out in 2016, so this will likely be for folks buying used/Open Box versions of this fitbit. For the most part, I do like my fitbit Charge 2. Steps tracker When I chop vegetables on the chopping block, my Charge 2 counts these as 'steps.' Walking slowly around the grocery store pushing my baby's stroller, the Charge 2 doesn't seem to detect my steps. The floor/s count tracker is fine, but also not perfect. Every now and then when the Charge 2 'realizes' I've been sitting at the computer for a while, it reminds me to get up and take a few steps. I mostly appreciate this feature. When I'm working on something, it's a bit bothersome. If I sporadically decide to engage in some form of activity, it automatically recognizes and logs the activity. Though I can also manually choose between the options Run, Weights, Treadmill, Workout, Elliptical, Bike and Interval Workout. Sleep tracker OK, occasionally inaccurate. I often wake up around 3:45AM to feed my baby, then go back to sleep. The Charge 2 usually counts the hours I sleep after waking up at 3:45. Sometimes, it doesn't. The sleep tracker matters to me, as I try to get at least 6 hours of sleep daily (7 is ideal, afaik). Battery time Lasts a few days, so that's great. I appreciate anything I won't need to charge every day. App I like the app because it creates a fun experience that elevates the whole thing. Maybe fitbit made it so they can boast that it's not just a device that tracks numbers, but a lifestyle. The small milestones and badges are fun and enlightening (trivia stuff, like ""you've walked the entire length of New Zealand!""). It's like your very own supportive friend/coach that's fun and isn't judgy and acknowledges your small achievements, encouraging you to keep up the great work. IMO, fitbit capitalizes on this whole aspect of the product, and it doesn't help that most Americans are lonely (look up the NPR article). What I think can be improved I was pretty sure Premium would have Pregnancy/Pregnant mode, I was excited when I started my free trial. Nope. No Pregnant mode. The app kept asking me to log my period, and all I could think of was, ""You're not getting that info anytime soon."" Getting OC about this, but when you tap the 'face' of the device, it tells you the date, but not the day of the week. There's also nothing showing you what the temp is outside, so you know what to wear before heading out. My old Mi Band 3 had this feature, and that's 1 of the things that I miss about it. Ideas for the future Not having to log food and water manually. Wouldn't it be nice to take a picture of your bowl of pho, and the app automatically knows how many calories are in it? At the very least, I wish I could just take a picture of my meal and somewhere in the app, a click of a button shows me my pics of the food I've eaten that day. I have a pretty good idea of the number of cals in the food that I eat, and I think a visual guide will be a sufficient reminder. Solar-charging capability? A safety feature that will make the fitbit double as a 'siren' that produces a really loud sound, to keep joggers safe? Images in this review",4
9065,9066,review,"I can’t say enough about how excited I am that someone finally made a smart fitness watch for people with tiny wrists! I’ve been wearing Fitbit smartwatches for years, but it’s always bugged me how bulky they look on my arm. See the side-by-side comparison picture of the Fitbit Sense and the Garmin Lily... enough said. So when it felt like time for a change, I just had to try the Lily! And I’m so glad I did. I absolutely adore it. Here’s my quick list of pros and cons after a couple of weeks of wearing it: Pros: - GORGEOUS. I can’t stop staring at the beautiful pattern on the lens. I feel like I’m wearing a piece of art on my wrist! - SO lightweight. I didn’t realize how heavy my old fitness watch (the Fitbit Sense) was until I put on the Lily! I was blown away by how light it is. - Does everything I need in a smartwatch – can wake me up in the morning with an alarm, provides notifications for texts/calls, tracks fitness activities, and more. - Garmin has an excellent app that provides very detailed information at no extra cost to the user (unlike Fitbit, where you need a monthly subscription to take advantage of all of the features that watches like the Sense offer). Garmin’s tracking results are a lot more extensive, and their fitness tracking in particular blows Fitbit away. For example, you can track specific movements with Garmin. You can tell it you were doing deadlifts or sit-ups or leg raises and how many reps you did of each – the list of options is huge. It will even auto-populate what muscle groups you worked in strength training. At one point, the exercise recognition feature figured out I was doing push-ups and jumping jacks without me telling it, which was neat! Cons: - The Lily has a silent (vibrating) alarm, and if you hit snooze it goes off again 10 minutes later. When it goes off again, it shows your original alarm time rather than the actual time (e.g., if the alarm goes off at 6 am and I hit snooze, it still shows “6 am” when it goes off again despite the actual time being 6:10). - Because the screen is small (which I love) this means that sometimes the notifications for texts get partially covered up by the options to clear or respond to them. So you kind of have to guess what some words are. - Doesn’t sync with phone Do Not Disturb or silence settings. If my phone is on DnD or silent, I have to set the watch to be on DnD/silent separately, or it will still vibrate when my phone gets notifications. - And the vibrations are LOUD. It’s pretty noticeable in a quiet room, so if your phone is blowing up and you’re in a meeting it’s a little awkward. I’m also not sure how good the actual vibration sensation is… Sometimes I feel like I hear it going off more than I feel it. So there you have it! The Fitbit Sense addresses all of these cons (updating the alarm time after snoozing, more room on the screen to read notifications, syncing with phone Do Not Disturb/silent settings, more subtle vibrations). Fitbit also does better with sleep tracking, and you can use the Fitbit Sense to talk on the phone and send tailored text message responses through voice-to-text (the Lily doesn’t have a microphone, so it can only send a few stock text responses). But despite all of that, I’m glad I switched from the Sense to the Lily. The pros are just so good -- they easily outweigh all of the cons, at least for me. I’ll be sticking with Garmin’s line of smaller watches moving forward! 5.0 out of 5 stars I absolutely love it! By H Clark on May 29, 2021 I can’t say enough about how excited I am that someone finally made a smart fitness watch for people with tiny wrists! I’ve been wearing Fitbit smartwatches for years, but it’s always bugged me how bulky they look on my arm. See the side-by-side comparison picture of the Fitbit Sense and the Garmin Lily... enough said. So when it felt like time for a change, I just had to try the Lily! And I’m so glad I did. I absolutely adore it. Here’s my quick list of pros and cons after a couple of weeks of wearing it: Pros: - GORGEOUS. I can’t stop staring at the beautiful pattern on the lens. I feel like I’m wearing a piece of art on my wrist! - SO lightweight. I didn’t realize how heavy my old fitness watch (the Fitbit Sense) was until I put on the Lily! I was blown away by how light it is. - Does everything I need in a smartwatch – can wake me up in the morning with an alarm, provides notifications for texts/calls, tracks fitness activities, and more. - Garmin has an excellent app that provides very detailed information at no extra cost to the user (unlike Fitbit, where you need a monthly subscription to take advantage of all of the features that watches like the Sense offer). Garmin’s tracking results are a lot more extensive, and their fitness tracking in particular blows Fitbit away. For example, you can track specific movements with Garmin. You can tell it you were doing deadlifts or sit-ups or leg raises and how many reps you did of each – the list of options is huge. It will even auto-populate what muscle groups you worked in strength training. At one point, the exercise recognition feature figured out I was doing push-ups and jumping jacks without me telling it, which was neat! Cons: - The Lily has a silent (vibrating) alarm, and if you hit snooze it goes off again 10 minutes later. When it goes off again, it shows your original alarm time rather than the actual time (e.g., if the alarm goes off at 6 am and I hit snooze, it still shows “6 am” when it goes off again despite the actual time being 6:10). - Because the screen is small (which I love) this means that sometimes the notifications for texts get partially covered up by the options to clear or respond to them. So you kind of have to guess what some words are. - Doesn’t sync with phone Do Not Disturb or silence settings. If my phone is on DnD or silent, I have to set the watch to be on DnD/silent separately, or it will still vibrate when my phone gets notifications. - And the vibrations are LOUD. It’s pretty noticeable in a quiet room, so if your phone is blowing up and you’re in a meeting it’s a little awkward. I’m also not sure how good the actual vibration sensation is… Sometimes I feel like I hear it going off more than I feel it. So there you have it! The Fitbit Sense addresses all of these cons (updating the alarm time after snoozing, more room on the screen to read notifications, syncing with phone Do Not Disturb/silent settings, more subtle vibrations). Fitbit also does better with sleep tracking, and you can use the Fitbit Sense to talk on the phone and send tailored text message responses through voice-to-text (the Lily doesn’t have a microphone, so it can only send a few stock text responses). But despite all of that, I’m glad I switched from the Sense to the Lily. The pros are just so good -- they easily outweigh all of the cons, at least for me. I’ll be sticking with Garmin’s line of smaller watches moving forward! Images in this review",5
9956,9957,review,"I was playing tennis with some friends when I fell really hard. So hard, my Apple Watch asked if I needed emergency services. lol I landed on my knee, and it took me a minute to get up. My friend brought over some Arnicare gel and told me to put it on my knee. Their grandmother swore by it, and she made believers out of them. I rubbed a small amount in, got up and sat to rest and get water. In a minute or two, the pain was gone. I even went back to playing tennis as normal! I purchased some a couple of days later when I had a different ache. This stuff is amazing!!! It has completely gotten rid of the pain on everything I’ve tried it on, except one time on my shoulder blade...I slept on it wrong. Maybe because it was deep in there, or I couldn’t reach it as well? It still worked well enough for me to go about my day. Regardless...I’m still in love for the many times it has taken the pain away completely!!! Oh, and it doesn’t leave an odor...another plus! Arnicare, where have you been all my life?! :0)",5
10106,10107,review,"My parents bought this for me as they would be visiting and my dad wanted an affordable exercise bike (win-win for me, because I get a bike to exercise on). My dad had some trouble putting it together, but once it was, here are the pros: 1. It's silent. They have a 30+ year old non electronic recumbent Schwinn and it's loud. 2. it calculates speed and time. 3. Not too heavy to move around. 4. I'm 5' 0"" and no issues reaching pedals. 5. Love the pedal straps to get better range of motion. Cons: 1. Seat is a little uncomfortable. I put my computer chair pads on it to make it more so. 2. Pulse is inaccurate. Doesn't match my Apple Watch (which is accurate-used it while strapped up in the cardiologist's office and it was In synch with the cardiologist medical grade equipment). I'm really glad to have this to use when I need to exercise indoors.",5
10298,10299,review,works perfect with my fitbit charge 4. very comfortable.,5
11014,11015,review,"Well the product itself does not give you the ability to run faster, but it makes it a whole lot easier to train. I love the watch! It will give you your heart rate constantly and tracks runs very accurately! Don’t trust the race predictors though because they are not accurate. Mine told me I could run a 5k in 18:53... my PR is 21:18. That’s just a side gig they added for advertising purposes, but it might as well not be part of the watch. I had an Apple Watch series 3 and it was very frustrating when I did workouts such as intervals or 400m reps. The touch screen on the Apple Watch is hard to use when running so I switched to a Garmin Forerunner 45. I only used that for a few days because the heart rate was bogus. It just spat out random numbers and didn’t actually mean anything. I then decided to bring my budget up and buy the 245. Greatest watch investment I’ve made! It helps with quite a few different exercises, not just running. Strength training is an option and helps keep you from taking too long rest periods. GREAT PRODUCT!! Garmin, keep doing what you do!!",5
11198,11199,review,"This is liquid GOLD! I've always been able to operate with less sleep - but I do really enjoy my sleep. My biggest problem is not falling asleep but rather staying asleep. I get up to go to the bathroom at least once a night and when I crawl back in bed, I usually scroll on my phone for 45 minutes to an hour trying to fall back asleep (yes I know its the worst thing you can do but after minutes of tossing and turning....its the only thing that keeps me in bed). As soon as I started taking this I noticed that yes I still get up to go the bathroom but I literally fall asleep as soon as I get back into bed. No need to scroll my phone and no more tossing and turning. I have always been a morning person - like I choose to wake up at 5:30 even on weekends and even if I didn't ""choose"" my internal body clock wakes me up then. Now I feel like I jump out of bed at that time. Im so ready to start my day and I have more energy throughout. My Apple Watch has even been SHOWING me that my sleep quality is better. This paired with the daytime vitamin are game changers. And silly me - I even treat this as a little before bed treat because its delicious.",5
11996,11997,review,"I really like the sleep tracker on this device. The heartrate monitor is spot on compared to what the doctor detected on 3 separate differences. With the accelerometer and heartrate sensor, the sleep stage detection is fairly accurate especially when it comes to REM sleep tracking because your heart rate changes. I found i'm getting a lot less REM sleep than average. I'm getting around 5% and the average you need is 20-25%. I have been having problems with memory and the REM stage of sleep is when your brain is storing memories, so I've decided to see a sleep doctor instead of a neurologist. I've been getting to sleep at 5:30am at the earlier regardless of when i try to get to sleep. My memory is horrible, so if i can improve my REM sleep it could literally change my life. The alarm clock on the watch is useful as it plays a tone and vibrates and typically your arm is near your head when you sleep, so if you have roommates that don't want to hear your alarm going off, this is a good solution. It functions well and swiping the screen or turning the dial works instantly. There's even a flashlight app you can download. The sleep tracker alone is worth the price. I love how you have thousands of watch faces to choose from and I ordered a stainless steel band that installs easily for more formal occasions. One problem I did have is that the plastic band ripped almost off within the first 2 weeks. Luckily, they give you an extra band, so i'm using the spare, but i'm afraid it will rip too. I like the water mode where it ejects the water. I don't know if it's just a gimmick or if it actually works, but it's a pretty cool idea. The activity tracker is accurate and of course there's a step counter. It's easy to text (for texting on a watch) and no one can tell if you're talking to them on your watch or on your cell phone so that's pretty cool. The bixby doesn't work that well, but that's about my only complaint so if you have $320 bucks to spare (I got an ""open box"" one for $283 and it's like new) then this is the watch to buy. Don't fall for the Apple Watch trap and get tied into having to buy all Apple products. They've fallen off so much in the last 5-7 years especially in their phones so stick to Samsung. It works great with my Galaxy S10+. Overall, it's expensive, but a great watch that looks good with any outfit since you can download so many faces.",5
12777,12778,review,"it was a gift, i love it, i just to have a apple watch 4. i love the way the watch works",5
14238,14239,review,I am very pleased with the Apple Watch Nike Series 5. it has great features.,5
16796,16797,review,"after many days of discussion with my family over buying a costly smart watch and going through reviews of cheaper watches as well,my search ends here. I got this watch and happy that i didnt spend bucks in a costly 200 plus dollars smart watch as i holds all the features of a smart watch and i have no reason of denying it to be perfect for me with the right size and fit to me. screen touch working proper just like my phone, steps counting while i walk to and from bus stop. I can check my messages and check heart rate which is very useful for me,charges up pretty quick and battery lasts long which is the most essential element of the electric items.works really nice with galaxy note 8. batter life is crazy. results are similar to Samsung gear 2 but better battery than gear 2 dont understand how such a cheap product can have a great battery life. recommended few of my friends",5
17404,17405,review,"If you have tons of $$ to spend on apple watch and or samsung smart watches, you wouldn't definitely be looking at this item. If you are looking for an affordable alternative, then this could be a potential candidate. It does more or less everything that your apple watch does (disclaimer: I have never owned an apple watch, but I am familiar with all it offers) - health tracking in terms of your daily steps, heart rate, blood pressure and sleep analysis. Oh, and the most important feature, it gives you the accurate time 24*7. :) I was bored with my fitbit alta that does not do anything fancy. Although I paid less money for this than my alta, it definitely looks fancier, has color display, and does more in terms of health monitoring. For 50 bucks, you cannot go wrong with this. It has the looks and feel of an apple watch. The only feedback I have is that the band looks a little towards the cheaper end. Because this uses pin on its bands like traditional watches, you do not have much of a choice for the bands unlike apple watches.",5
18108,18109,review,"This watch is more of a fitness tracker than an actual smart watch compared to say like an Apple Watch. If you're expecting an Apple Watch with 1:1 features, this is not the watch for you. However, if you're someone who doesn't want to pay a premium price for basic features like receiving texts, having your steps/calories tracked, being able to check your heart rate, then this is what this watch is for you. It has plenty of features for basic tasks things like stopwatch, timer, alarms, etc. It's a good deal if it's what you're looking for, but if you're expecting an Apple Watch type of watch, this may not be it.",5
19377,19378,review,"The Fitbit Charging Cable works well with my Fitbit Charge 3. it is compact and easy to use. The connection to the Fitbit Cherge 3 fits perfectly with no need to ""jiggle it"" like so many other electronic plug ins I have purchased in the past. Excellent design!",5
19584,19585,review,"I bought this for my 14 year old son because I didn’t want to splurge for an apple watch. He’s actually really thrilled with it! It has many of the same features; 1. it connects to his phone-he sees who’s calling and can silence ring or send to voicemail but not answer the call. 2. It monitors his activity, movement, sleep quality, heart rate. It tells him if he’s been inactive too long, counts steps, calories, BP (I question the legitimacy) 3. It has high waterproof rating 4. You can read notifications and texts but not text from watch. Overall a really great watch for much much less",5
19792,19793,review,"bought a 13"" MacBook Pro on President's day to replace my old MacBook from 2014. got the 256GB SSD space gray. is the most powerful MacBook I've ever owned so far. 4th one since 2003. the keyboard is much better than the MacBook and the performance and display is just great. excellent sound from the internal speakers. from first power up to complete download at from iCloud was about half an hour. just impressed as usual with the apple quality. battery is spec'd at 10 hours and depending on what you are doing it is right up there. wasn't sure about the Touch Bar but it grows on you with use and overall is kinda neat with the touch login and also via Apple Watch. highly recommended.",5
20817,20818,review,"When the apple watch first appeared on the shelves, I was very skeptical. I thought ""What could that do that my phone couldn't?"". And for the most part that is true, with the exception of using this for fitness purposes. But now that I've had it for a while, I can say that I use this so often. Not only is it convenient to answer texts, but I mainly use this so play music from Spotify, which you can download songs to if you have Spotify Premium. I find this much more practical since this watch can last 3 times longer than my phone can on any given day. I wake up at 6:00 am every morning and at 11:00pm, it is just hitting 50% battery. This thing is a trooper and this is an older model. It is also water resistant up to 50 meters I believe and has a feature to eject water from excess sweating, rain, etc. Initial setup took a bit longer than expected since the power up process took almost 5 minutes. Comes default with the S/M watch band but also includes a M/L band for larger wrists.",5
20888,20889,review,"I am very happy with my fitbit versa 2. tt 5.0 out of 5 stars Nice fitbit By IHavAVue on January 23, 2022 I am very happy with my fitbit versa 2. Images in this review",5
21034,21035,review,Cant go wrong on a Fitbit Versa 2. a lot of smartwatch for the money.,5
21958,21959,review,"I have been using Zagg for many years since the Apple Watch 1, only changed it twice for my 1 and now I have it for my apple watch 6. really amazing quality compared to other companies",5
24379,24380,review,works really nice with galaxy note 8. batter life is crazy. results are similar to Samsung gear 2 but better battery than gear 2 dont understand how such a cheap product can have a great battery life. recommended few of my friends,5
24428,24429,review,"Price: $29.99 Positives: +Build Quality +Soft Silicone Band +Magnetic Charging Cable +Battery Life (5% used in 3 days tested) +Menstrual cycle tracking +SpO2 sensor..? +Blood Pressure readings..? +Display quality +5ATM water resistance Negatives: -Display square shape -Display dim brightness -Firmware and software not extremely refined -Sensor accuracy might not be the best Review: I'm no stranger to affordable fitness bands- especially Chinese imports. I've been using the Xiaomi Mi Band line of trackers since the 2nd generation and they are now on Gen 5. I've also used a couple of Umidigi's products but this is my first fitness tracker from them and I'm glad to see how far they've come since their Z Pro phones in 2017. Umidigi has been a brand that has been persistently present in the Amazon and US market which is nice to see since most Chinese brands like Xiaomi or Vivo never officially make it to our shores, requiring you to buy from an online importer or import yourself which can take over a month. That being said, Umidigi has also historically been a brand that, while touting extremely impressive hardware specs for instance with their breakthrough budget phone contenders like the Z and Umi Plus- have always somewhat lacked a refined application of software to compliment it. That is still somewhat the case here with the Uwatch 2s, however Umidigi is a smaller company than most other Chinese brands- software development is expensive and time consuming and yet still, each product they release gets closer in comparison with larger companies quality like Xiaomi and Huawei- and the Uwatch 2s is a great example of that, and one of their best products to date. The design of the watch is overall, quite nice. Build quality is good, especially in the softness and shape of the band. The face glass is pleasantly smooth and rounded at the edges while the aluminum frame does feel slightly too light and cheap, but at this price it's a step above what I would expect- quite nice indeed. It also has a tiny mark at the 6 o'clock area that lines up with the barely visible circle area of the home button which makes it slightly easier to tell which way is up when putting it on. I'll be making comparisons to the similarly priced Xiaomi Mi Band 4 often here since it's the band I have the most experience with recently as the 5 just came out and as far as build quality they are extremely similar- except for the addition of the aluminum frame on the Uwatch 2s and I think the Uwatch actually has a noticeably nicer band- it's very soft and shaped precisely. As for the rest of the design, I'm not thrilled that the display is a square shape on a round body- it doesn't fit too well and is noticeable in dim light when it's on- however once again at this price it's hard to expect a round display. The charger is also very well designed and is an almost exact copy of the old Pebble watch magnetic charger I had back in 2015. As for battery life, it's very good! Over the 3 days of use before this review the watch dropped from 100% to 95%. Seems to be on par with the 14-20 day life you get with the Mi Band's- much better than Fitbit or most watches. Now here's where things get a little cloudy. The Uwatch 2s does not list either a SpO2 sensor or Blood Pressure readings as a feature either on their site or in the product description- in fact it's specifically left unchecked in their product comparison chart. In use the watch does appear to have both of these options, and the bottom of the watch also appears to have an additional sensor next to the left LED diode. Normally when there is only a heart rate sensor and no SpO2 or BP there's just 2 LED's aside a center HR sensor, not 4 like the Uwatch 2s has. The options also seem to put out believable data although I haven't as of yet been able to test sensor accuracy. This being said, Umidigi has been known to include or advertise features that are not actually present or use software trickery. For instance some of their older and budget phones touted a dual camera system, and the camera application mirrored this, when in actuality the second depth sensor was just a dummy and the depth 'effect' for portrait photos was just a gaussian blur. Whether this is done intentionally or as a result of cost cutting during software development with uniformity over all models regardless of actual hardware capability is hard to say. As far as the Uwatch 2s it would seem that it does in fact have functional sensors for these features, however I find it strange that mention of this is specifically left out of all information about the watch. Moving on, the watch has very similar fitness, sleep and heart rate tracking to the Mi Band 4 and it seems to work just about as well too. It has all the same extra features too like watch faces, remote picture button, music integration, notifications, weather etc and the fitness settings are not automatic, which is to be expected at this price. As for software- usually the biggest downfall of a Umidigi product- it's actually pretty good here. The watch firmware and UI is not as lively, featured, or refined as say an Apple watch or Samsung gear, but it's not meant to be- the Uwatch 2s interface works just fine and looks pretty good too. It does what it should and most pertinent data is right on the watch face or can be reached quickly which is an important thing when it comes to wrist technology. Eric Migicovsky, the creator of the Pebble watch put it best- a smart watch shouldn't be so featured that it becomes just as distracting as our phones, it should be a simple and functional way to stay connected and free from distractions at the same time. That brings us to the app software. It's not the best and I hope they continue to improve and develop it but it's better than I expected it to be. It shows the tracked data from watch fine and allows you to change faces and operate sensors and features remotely. I wish it had some more specific settings and would allow people like myself that are on a graveyard sleep schedule to adjust when the watch senses sleep and controls DND and other settings beyond the available 12am to 11:59pm. It isn't the best but it is functional and does what I need. So is the Uwatch worth a buy? Is it worth getting over other watches? Yes, and maybe. For $29.99 this is one of the best values right now in fitness bands or 'light' smart watches, especially if you prefer a watch shape over the rectangle bands. It's functionally very similar to the Xiaomi Mi Band's but also is capable of syncing with Apple Health, and if the sensors really are there, also has SpO2 and BP which is hard to come by in bands below $50. This watch is a much better value than more mainstream options like Fitbit, and has more features than the $30-50 Xiaomi. That being said if you really value more refined and reliable software one of those options may be a better choice, but for features alone there's not much else that can beat the Uwatch 2s. One last thing, there are many widely known mainstream brands here in the US, and some Chinese brands that not known to the typical US public but are very good and are completely separate from the waves of no name generic Chinese products that are everywhere here on Amazon. Do your research, I guarantee you will be pleasantly surprised at how much quality and value you get from main Chinese brands like Lenovo, OnePlus, Xiaomi, Oppo, Vivo, Realme, TCL, Meizu, Umidigi and others. They are almost completely unheard of here in the US but offer high quality products at a fraction of the price. There's a reason Huawei is #2, and Xiaomi, Oppo/Vivo are #4 and #5 in top phone companies worldwide, don't just dismiss them- they are potentially great comparison options to more mainstream US choices.",5
24533,24534,review,"I ordered this Apple Watch around 12:30PM and it was delivered by 8:30PM. I love the fast delivery. The Watch itself is pretty amazing! So many different ways to use it. What I love best at the moment is being able to talk to someone without having to have my phone in my hand or up to my ear. It’s very convenient! The only negative I have noticed is the lack of battery life. Other than that, it was well worth the money!",5
25466,25467,review,had a Garmin 245 so skeptical about getting the apple watch 5. definitely user friendly and great for runs. more useful than you'd expect for other health stats also,5
25991,25992,review,"Beautiful appearance, heart rate and my apple watch very close, very accurate. I was surprised to see the function of BPM, but I never found that the wrist blood pressure monitor was accurate, just like this watch, but it's no big deal, because I didn't expect it.Update after more than a week.Opinions in favor of:1) No notifications will be missed.2) The application runs perfectly.3) There will be sedentary reminders and drinking water reminders",5
26353,26354,review,"I was considering buying an apple watch for quite some time but kept holding off because the price point was just too high. I am so happy to have found this smart watch – it is affordable, it syncs with an app on my phone, and it provides me all the information I was wanting. I bought it specifically for helping me track my exercise, but this watch comes will all sorts of additional features that I’m loving. There are a few options for the style of main screen clock – I personally like the default option most. The watch also tracks daily activity like steps, monitors heart rate, tracks exercise activity (walking, running, or cycling, provides alarms, tracks sleep, and more. It comes with a great user manual with lots of great information and instructions. Inside the manual is a QR code to download the phone app (VeryFitPro) that syncs with the watch - I highly recommend downloading it. It provides tracking of a lot of extra information and additional features. One of my favorite features is the “sedentary alert” – I set mine to 30 minutes between 9:00am-8:00pm. If I’m idle for more than 30 minutes in that time frame I get an alert to get up and move around!",5
27388,27389,review,"Apple Watch Series 5 has a water resistance rating of 50 meters under ISO standard 22810:2010. This means that it may be used for shallow-water activities like swimming in a pool or ocean. However, Apple Watch Series 5 should not be used for scuba diving, waterskiing, or other activities involving high-velocity water or submersion below shallow depth.",5
27613,27614,review,"Great watch easy to use just had to download the application and paid it . I had Apple Watch and Samsung galaxy before and for the price it seems a great watch .You have 3 different themes on the watch and like 5 more on the app. You could even use your picture as the wallpaper. It's not wireless charging but magnetic and it clips on pretty easily. For a $50.00 phone you get a good deal with the things you can do.Can do:1. Change Theme of Watch2. Get Text or App Notification3. Have Music Settings (To play, Pause, or Switch song)4. Different sport trackers5. Lost Phone app that actually works6. Bring your hand up and twist and the watch will turn its screen on.Can't do on the watch1. Text or Make Phone calls2. Wireless charging3. No speakers4. No SD or SIM Card slot",5
28489,28490,review,I am well pleased with my purchase of the Apple Watch Series SE. It’s is 8:34pm and I still have 83% battery life. With no extra charge since last night.,5
28838,28839,review,"I just purchased my fitbit versa 2 on 12/7/21 and set it up yesterday 12/12/21. So far I really love it. It was pretty easy to pair it with my cellphone. I have a large wrist so I had to take off the small band that comes installed on it and put the large band on that comes with it also. Switching the band was tricky because it's such a tight fit to get the pins to line up with the holes on the watch. So far everything is working flawlessly and all of my calls and notifications are coming through every time. Definitely glad I decided to go with the versa 2 and not the versa 3. I understand that you can not store music on the versa 3 without a paid monthly music service like Spotify or Pandora. You can store music on the versa 2 without a paid music service and that was my reason for choosing the versa 2. Also the versa 2 is at least $50.00 cheaper as of now December 2021. tt 5.0 out of 5 stars I love my fitbit versa 2. By Mr Royal on December 13, 2021 I just purchased my fitbit versa 2 on 12/7/21 and set it up yesterday 12/12/21. So far I really love it. It was pretty easy to pair it with my cellphone. I have a large wrist so I had to take off the small band that comes installed on it and put the large band on that comes with it also. Switching the band was tricky because it's such a tight fit to get the pins to line up with the holes on the watch. So far everything is working flawlessly and all of my calls and notifications are coming through every time. Definitely glad I decided to go with the versa 2 and not the versa 3. I understand that you can not store music on the versa 3 without a paid monthly music service like Spotify or Pandora. You can store music on the versa 2 without a paid music service and that was my reason for choosing the versa 2. Also the versa 2 is at least $50.00 cheaper as of now December 2021. Images in this review",5
29068,29069,review,Update: 01/28/2022 Unit has worked great thus far. My only complaint is that the sensors have burned my skin a few times. Twice it has woken me up from a deep sleep and 3 times I've had visible burn marks but not to the point where it hurts. Received my order on 11/23 and have all the features turned on and today is day 10 and watch is at 10% battery. First photo at 3:25pm was right off the charger and 2nd is today. I have developed a rash on my wrist from the band but I doubt it's from the silicone as I have an autoimmune disease & my skin has a mind of it's own. Thus far I have enjoyed the tracker and would recommend. It's not a Samsung or Apple watch (I own a Samsung smart watch) but it's slim & gets the job done at an incredible price point vs others on the market.,5
