,Unnamed: 0,ReviewID,Page Type,Full Text,Rating,SegmentedReview,SegmentedReview_processed_reviews,Hedonic Motivation,Connectivity Support,Customizability,Perceived Ease of Use,Appeal,Perceived Value,Perceived Usefulness,Device Quality,Credibility Support
299,15478,15479,review,"love love my apple watch. great retirement gift, my coworkers.",5,"""love love my apple watch .', 'great retirement gift , my coworkers .""","`` love love my apple watch . ' , 'great retirement gift , my coworkers . ''",0,0,0,0,0,0,0,0,0
300,15841,15842,review,i have had an apple watch for years and this is the best one yet!,5,"""i have had an apple watch for year', 'and this is the best one yet !""","`` i have had an apple watch for year ' , 'and this is the best one yet ! ''",0,0,0,0,0,0,0,0,0
301,16036,16037,review,so glad this is sturdy and will protect my daughters apple watch!,5,"""so glad this is sturdy', 'and will protect my daughter apple watch !""","`` so glad this is sturdy ' , 'and will protect my daughter apple watch ! ''",0,0,0,0,0,0,0,0,0
303,16372,16373,review,apple watch is a great addition to the phone. works flawlessly.,5,"""apple watch is a great addition to the phone .', 'works flawlessly .""","`` apple watch is a great addition to the phone . ' , 'works flawlessly . ''",0,0,0,0,0,0,0,0,0
304,16383,16384,review,"love my fenix 6x, more durable than apple watch and better metrics.",5,"""love my fenix 6x , more durable than apple watch and better metric .""","`` love my fenix 6x , more durable than apple watch and better metric . ''",0,0,0,0,0,0,0,0,0
305,16437,16438,review,it is definitely worth it to protect your apple watch with this.,5,"""it is definitely worth', 'it to protect your apple watch with this .""","`` it is definitely worth ' , 'it to protect your apple watch with this . ''",0,0,0,0,0,0,0,0,0
306,16491,16492,review,i love this series 3 apple watch i would recommend this to my friends,5,"""i love this series 3 apple watch i would recommend this to my friend""",`` i love this series 3 apple watch i would recommend this to my friend '',0,0,0,0,0,0,0,0,0
308,16765,16766,review,this apple watch is awesome. i recommended any one to buy one,5,"""this apple watch is awesome .', 'i recommended any one', 'to buy one""","`` this apple watch is awesome . ' , ' i recommended any one ' , 'to buy one ''",0,0,0,0,0,0,0,0,0
309,17220,17221,review,great to keep your apple watch scarless. protects it very well.,5,"""great to keep your apple watch scarless .', 'protects it very well .""","`` great to keep your apple watch scarless . ' , 'protects it very well . ''",0,0,0,0,0,0,0,0,0
310,17450,17451,review,this is my wife's second apple watch and how could you go wrong!,5,"""this is my wife's second apple watch', 'and how could you go wrong !""","`` this is my wife 's second apple watch ' , 'and how could you go wrong ! ''",0,0,0,0,0,0,0,0,0
311,17461,17462,review,this is my wife\u2019s second apple watch and how could you go wrong!,5,"""this is my wife's second apple watch', 'and how could you go wrong !""","`` this is my wife 's second apple watch ' , 'and how could you go wrong ! ''",0,0,0,0,0,0,0,0,0
312,17490,17491,review,i tried apple watch series 3 before but series 5 is worth a value,5,"""i tried apple watch series 3', 'before but series 5 is worth a value""","`` i tried apple watch series 3 ' , 'before but series 5 is worth a value ''",0,0,0,0,0,1,0,0,0
313,17630,17631,review,gives my apple watch a little bit of class! you should get one!,5,"""gives my apple watch a little bit of class !', 'you should get one !""","`` give my apple watch a little bit of class ! ' , 'you should get one ! ''",0,0,0,0,0,0,0,0,0
314,17763,17764,review,the apple watch is a quality product\u2014 i have had no problems with it,5,"""the apple watch is a product\\u2014', 'i have had no problem with it""","`` the apple watch is a product\\u2014 ' , ' i have had no problem with it ''",0,0,0,0,0,0,0,0,0
315,17768,17769,review,"definitely the best apple watch developed, great shape and design.",5,"""definitely the best apple watch developed , great shape and design .""","`` definitely the best apple watch developed , great shape and design . ''",0,0,0,0,1,0,0,0,0
317,18096,18097,review,apple always is good. this watch is different with apple watch 3,5,"""apple always is good .', 'this watch is different with apple watch 3""","`` apple always is good . ' , 'this watch is different with apple watch 3 ''",0,0,0,0,0,0,0,0,0
318,18190,18191,review,just as the description said. brand new apple watch series 5 44mm,5,"""just a the description said .', 'brand new apple watch series 5 44mm""","`` just a the description said . ' , 'brand new apple watch series 5 44mm ''",0,0,0,0,0,0,0,0,0
319,18306,18307,review,bought for my fitbit versa! highly recommend! very durable!,5,"""bought for my fitbit versa !', 'highly recommend !', 'very durable !""","`` bought for my fitbit versa ! ' , 'highly recommend ! ' , 'very durable ! ''",0,0,0,0,0,0,0,0,0
320,18906,18907,review,"this is a fashion state that rocks the apple watch, to the core.",5,"""this is a fashion state', 'that rock the apple watch , to the core .""","`` this is a fashion state ' , 'that rock the apple watch , to the core . ''",0,0,0,0,1,0,0,0,0
321,19453,19454,review,great watch! second apple watch i have purchased. no issues.,5,"""great watch !', 'second apple watch i have purchased .', 'no issue .""","`` great watch ! ' , 'second apple watch i have purchased . ' , 'no issue . ''",0,0,0,0,0,0,0,0,0
322,19622,19623,review,no problems so far. charges daughter's apple watch every night.,5,"""no problem so far .', ""charges daughter 's apple watch every night .""","`` no problem so far . ' , `` charge daughter 's apple watch every night . ''",0,0,0,0,0,0,0,1,0
323,19732,19733,review,fast charging cable for my fitbit inspire.not cheap but works great.,5,"""fast charging cable for my fitbit inspire.not cheap but work great .""",`` fast charging cable for my fitbit inspire.not cheap but work great . '',0,0,0,0,0,0,0,0,0
324,20123,20124,review,love the magnetic bank for my apple watch! very easy to put on.,5,"""love the magnetic bank for my apple watch !', 'very easy to put on .""","`` love the magnetic bank for my apple watch ! ' , 'very easy to put on . ''",0,0,0,1,0,0,0,0,0
325,20339,20340,review,love the new apple watch 7 45mm. very pleased with my purchase.,5,"""love the new apple watch 7 45mm .', 'very pleased with my purchase .""","`` love the new apple watch 7 45mm . ' , 'very pleased with my purchase . ''",0,0,0,0,0,0,0,0,0
326,20443,20444,review,easy to use and really protect the my apple watch i recoment 10%,5,"""easy to use', 'and really protect the my apple watch i recoment 10 %""","`` easy to use ' , 'and really protect the my apple watch i recoment 10 % ''",0,0,0,1,0,0,0,0,0
328,20750,20751,review,this replaced a fitbit charge 5 - love the real watch look.....,5,"""this replaced a fitbit charge 5 -', 'love the real watch look ... ..""","`` this replaced a fitbit charge 5 - ' , 'love the real watch look ... .. ''",0,0,0,0,1,0,0,0,0
329,21157,21158,review,love my apple watch! easy to setup and love the larger screen,5,"""love my apple watch !', 'easy to setup', 'and love the larger screen""","`` love my apple watch ! ' , 'easy to setup ' , 'and love the larger screen ''",0,0,0,1,0,0,0,0,0
330,21285,21286,review,excellent apple watch and trust best buy. would recommend more.,5,"""excellent apple watch and trust best buy .', 'would recommend more .""","`` excellent apple watch and trust best buy . ' , 'would recommend more . ''",0,0,0,0,0,0,0,0,0
331,21297,21298,review,my daughter love her apple watch. it was for her christmas gift.,5,"""my daughter love her apple watch .', 'it wa for her christmas gift .""","`` my daughter love her apple watch . ' , 'it wa for her christmas gift . ''",0,0,0,0,0,0,0,0,0
332,21324,21325,review,great christmas gift to go with the apple watch i bought him.,5,"""great christmas gift', 'to go with the apple watch', 'i bought him .""","`` great christmas gift ' , 'to go with the apple watch ' , ' i bought him . ''",0,0,0,0,0,0,0,0,0
334,21698,21699,review,it\u2019s an apple watch. excellent smart watch. highly recommend,5,"""it's an apple watch .', 'excellent smart watch .', 'highly recommend""","`` it 's an apple watch . ' , 'excellent smart watch . ' , 'highly recommend ''",0,0,0,0,0,0,0,0,0
335,21762,21763,review,perfect i\u2019m in love my first apple watch ever and i\u2019m very impressed,5,"""perfect i'm in love my first apple watch ever and i'm very impressed""",`` perfect i 'm in love my first apple watch ever and i 'm very impressed '',0,0,0,0,0,0,0,0,0
336,21831,21832,review,apple watch is great and really tracks your whole workout and steps,5,"""apple watch is great', 'and really track your whole workout and step""","`` apple watch is great ' , 'and really track your whole workout and step ''",0,0,0,0,0,0,0,0,0
337,22114,22115,review,love this strap for my apple watch so cool looking and comfortable.,5,"""love this strap for my apple watch so cool looking and comfortable .""",`` love this strap for my apple watch so cool looking and comfortable . '',0,0,0,0,1,0,0,0,0
338,22272,22273,review,"love the apple watch, it was cheaper than at the department stores",5,"""love the apple watch ,', 'it wa cheaper than at the department store""","`` love the apple watch , ' , 'it wa cheaper than at the department store ''",0,0,0,0,0,0,0,0,0
339,22665,22666,review,fits perfectly on the apple watch. very happy with my purchase!,5,"""fits perfectly on the apple watch .', 'very happy with my purchase !""","`` fit perfectly on the apple watch . ' , 'very happy with my purchase ! ''",1,0,0,0,0,0,0,0,0
340,22867,22868,review,"it's an apple product, it charges an apple watch, it works...",5,"""it's an apple product ,', 'it charge an apple watch ,', 'it work ...""","`` it 's an apple product , ' , 'it charge an apple watch , ' , 'it work ... ''",0,0,0,0,0,0,0,1,0
341,22876,22877,review,"it\u2019s an apple product, it charges an apple watch, it works...",5,"""it's an apple product ,', 'it charge an apple watch ,', 'it work ...""","`` it 's an apple product , ' , 'it charge an apple watch , ' , 'it work ... ''",0,0,0,0,0,0,0,1,0
342,23101,23102,review,best watch so far. has more options than the previous apple watch,5,"""best watch so far .', 'has more option than the previous apple watch""","`` best watch so far . ' , 'has more option than the previous apple watch ''",0,0,0,0,0,0,0,0,0
343,23302,23303,review,excellent for charging apple watch. works fine and easy to use.,5,"""excellent for charging apple watch .', 'works fine and easy to use .""","`` excellent for charging apple watch . ' , 'works fine and easy to use . ''",0,0,0,1,0,0,0,0,0
344,23345,23346,review,same apple watch as from apple store but easier to buy on amazon!,5,"""same apple watch a from apple store', 'but easier to buy on amazon !""","`` same apple watch a from apple store ' , 'but easier to buy on amazon ! ''",0,0,0,0,0,0,0,0,0
345,23692,23693,review,my second apple watch and i love it! great curbside service.,5,"""my second apple watch', 'and i love it !', 'great curbside service .""","`` my second apple watch ' , 'and i love it ! ' , 'great curbside service . ''",0,0,0,0,0,0,0,0,0
346,23988,23989,review,"i had an apple watch before, but this one surpasses everything.",5,"""i had an apple watch before ,', 'but this one surpasses everything .""","`` i had an apple watch before , ' , 'but this one surpasses everything . ''",0,0,0,0,0,0,0,0,0
347,24482,24483,review,great quality as expected from apple. it is the best apple watch so far.,5,"""great a expected from apple .', 'it is the best apple watch so far .""","`` great a expected from apple . ' , 'it is the best apple watch so far . ''",0,0,0,0,0,0,0,0,0
348,24538,24539,review,i bought this apple watch two times . it\u2019s amazing and easy to use,5,"""i bought this apple watch two time .', 'it's amazing and easy to use""","`` i bought this apple watch two time . ' , 'it 's amazing and easy to use ''",0,0,0,1,0,0,0,0,0
349,24610,24611,review,"this apple watch refurbish, i bought to my wife and she loved",5,"""this apple watch refurbish ,', 'i bought to my wife', 'and she loved""","`` this apple watch refurbish , ' , ' i bought to my wife ' , 'and she loved ''",0,0,0,0,0,0,0,0,0
350,25039,25040,review,best apple watch yet. loving the improvements over the series 3.,5,"""best apple watch yet .', 'loving the improvement over the series 3 .""","`` best apple watch yet . ' , 'loving the improvement over the series 3 . ''",0,0,0,0,0,0,0,0,0
351,25130,25131,review,first time ever owning an apple watch and so far i really like it,5,"""first time ever owning an apple watch', 'and so far i really like it""","`` first time ever owning an apple watch ' , 'and so far i really like it ''",0,0,0,0,0,0,0,0,0
352,25565,25566,review,this is second apple watch purchase. enjoyed this one the most.,5,"""this is second apple watch purchase .', 'enjoyed this one the most .""","`` this is second apple watch purchase . ' , 'enjoyed this one the most . ''",0,0,0,0,0,0,0,0,0
353,25616,25617,review,i like these glasses for apple watch to protect from scratch on screen,5,"""i like these glass for apple watch to protect from scratch on screen""",`` i like these glass for apple watch to protect from scratch on screen '',0,0,0,0,0,0,0,0,0
354,25791,25792,review,great product for protecting your apple watch! very pleased!,5,"""great product', 'for protecting your apple watch !', 'very pleased !""","`` great product ' , 'for protecting your apple watch ! ' , 'very pleased ! ''",0,0,0,0,0,0,0,0,0
356,26442,26443,review,i purchased for a gift to my grandson. he loves his apple watch.,5,"""i purchased for a gift to my grandson .', 'he love his apple watch .""","`` i purchased for a gift to my grandson . ' , 'he love his apple watch . ''",0,0,0,0,0,0,0,0,0
357,26708,26709,review,grab an apple get a watch call it apple watch with a dab of ranch,5,"""grab an apple get a watch call', 'it apple watch with a dab of ranch""","`` grab an apple get a watch call ' , 'it apple watch with a dab of ranch ''",0,0,0,0,0,0,0,0,0
358,26736,26737,review,apple watch very good easy to pair with my phone i love the color,5,"""apple watch very good easy to pair with my phone', 'i love the color""","`` apple watch very good easy to pair with my phone ' , ' i love the color ''",0,1,0,1,1,0,0,0,0
359,27094,27095,review,my daughter loves her new apple watch. she wears it all the time.,5,"""my daughter love her new apple watch .', 'she wear it all the time .""","`` my daughter love her new apple watch . ' , 'she wear it all the time . ''",0,0,0,0,0,0,0,0,0
360,27338,27339,review,upgraded my fitbit... loving my waterproof fitbit charge 4 :-),5,"""upgraded my fitbit ... loving my waterproof fitbit charge 4 :', '- )""","`` upgraded my fitbit ... loving my waterproof fitbit charge 4 : ' , '- ) ''",0,0,0,0,0,0,0,1,0
361,27369,27370,review,this is a great apple watch product works very simple and fits nice,5,"""this is a great apple watch product', 'work very simple and fit nice""","`` this is a great apple watch product ' , 'work very simple and fit nice ''",0,0,0,1,0,0,0,0,0
362,27402,27403,review,i love my apple watch! versatile and keeps up with my busy life!,5,"""i love my apple watch !', 'versatile and keep up with my busy life !""","`` i love my apple watch ! ' , 'versatile and keep up with my busy life ! ''",0,0,0,0,0,0,0,0,0
363,27778,27779,review,amazing apple watch it\u2019s worth the money and easy to use as well.,5,"""amazing apple watch it's worth the money', 'and easy to use a well .""","`` amazing apple watch it 's worth the money ' , 'and easy to use a well . ''",0,0,0,1,0,1,0,0,0
364,27813,27814,review,i really like the apple watch series 5 it do a whole lot of stuff,5,"""i really like the apple watch series 5', 'it do a whole lot of stuff""","`` i really like the apple watch series 5 ' , 'it do a whole lot of stuff ''",0,0,0,0,0,0,0,0,0
365,28174,28175,review,perfect for working from home. easily unlocks with apple watch.,5,"""perfect for working from home .', 'easily unlocks with apple watch .""","`` perfect for working from home . ' , 'easily unlocks with apple watch . ''",0,0,0,0,0,0,0,0,0
366,28268,28269,review,i love everything about my new apple watch. it changed my life!,5,"""i love everything about my new apple watch .', 'it changed my life !""","`` i love everything about my new apple watch . ' , 'it changed my life ! ''",0,0,0,0,0,0,0,0,0
367,28303,28304,review,excellent addition to the apple watch. easy to install and use.,5,"""excellent addition to the apple watch .', 'easy to install and use .""","`` excellent addition to the apple watch . ' , 'easy to install and use . ''",0,0,0,1,0,0,0,0,0
368,28363,28364,review,got a protect that apple watch and this one does a heck of a job.,5,"""got a protect', 'that apple watch and this one doe a heck of a job .""","`` got a protect ' , 'that apple watch and this one doe a heck of a job . ''",0,0,0,0,0,0,0,0,0
369,28385,28386,review,"great price great item! buy it, its better then a apple watch",5,"""great price great item !', 'buy it ,', 'it better then a apple watch""","`` great price great item ! ' , 'buy it , ' , 'it better then a apple watch ''",0,0,0,0,0,1,0,0,0
370,28436,28437,review,really great bracelet for the apple watch -- use it all the time~,5,"""really great bracelet for the apple watch', '-- use it all the time~""","`` really great bracelet for the apple watch ' , ' -- use it all the time~ ''",0,0,0,0,0,0,0,0,0
371,28521,28522,review,great product would recommend to anyone looking for a apple watch,5,"""great product would recommend to anyone', 'looking for a apple watch""","`` great product would recommend to anyone ' , 'looking for a apple watch ''",0,0,0,0,0,0,0,0,0
372,28532,28533,review,apple watch ⌚️ is a valuable tool to have trust me it helps,5,"""apple watch ⌚️ is a valuable tool', 'to have trust me', 'it help""","`` apple watch ⌚️ is a valuable tool ' , 'to have trust me ' , 'it help ''",0,0,0,0,0,0,0,0,0
373,28641,28642,review,my purchase of an apple watch was easy and received quick delivery,5,"""my purchase of an apple watch wa easy', 'and received quick delivery""","`` my purchase of an apple watch wa easy ' , 'and received quick delivery ''",0,0,0,0,0,0,0,0,0
374,28664,28665,review,"my son has a fitbit versa original,the versa 2 has to be even better",5,"""my son ha a fitbit versa original , the versa 2 ha to be even better""","`` my son ha a fitbit versa original , the versa 2 ha to be even better ''",0,0,0,0,0,0,0,0,0
375,28786,28787,review,great product. it really protects the face of your apple watch.,5,"""great product .', 'it really protects the face of your apple watch .""","`` great product . ' , 'it really protects the face of your apple watch . ''",0,0,0,0,0,0,0,0,0
376,28798,28799,review,perfect charging cable for charging apple watch. great product.,5,"""perfect charging cable for charging apple watch .', 'great product .""","`` perfect charging cable for charging apple watch . ' , 'great product . ''",0,0,0,0,0,0,0,0,0
377,28866,28867,review,better then a constantly dead apple watch definitely would recommend,5,"""better then a constantly dead apple watch definitely would recommend""",`` better then a constantly dead apple watch definitely would recommend '',0,0,0,0,0,0,0,0,0
378,28899,28900,review,love it! best apple watch yet… gotta have the gps and cell,5,"""love it !', 'best apple watch yet… got ta', 'have the gps and cell""","`` love it ! ' , 'best apple watch yet… got ta ' , 'have the gps and cell ''",0,0,0,0,0,0,0,0,0
379,28942,28943,review,apple should give a charging station with all apple watch purchases!,5,"""apple should give a charging station with all apple watch purchase !""",`` apple should give a charging station with all apple watch purchase ! '',0,0,0,0,0,0,0,0,0
380,29062,29063,review,bought for my wife and she loves it. replaced an apple watch 3,5,"""bought for my wife', 'and she love it .', 'replaced an apple watch 3""","`` bought for my wife ' , 'and she love it . ' , 'replaced an apple watch 3 ''",0,0,0,0,0,0,0,0,0
381,29190,29191,review,"apple watch, basically you know what it is, you know it's great",5,"""apple watch , basically you know what it is ,', 'you know it's great""","`` apple watch , basically you know what it is , ' , 'you know it 's great ''",0,0,0,0,0,0,0,0,0
382,29565,29566,review,perfect for my daily workout! i love my apple watch and all its features.,5,"""perfect for my daily workout !', 'i love my apple watch and all it .""","`` perfect for my daily workout ! ' , ' i love my apple watch and all it . ''",0,0,0,0,0,0,0,0,0
383,30124,30125,review,love the new apple watch. added features from the 4 were a huge upgrade.,5,"""love the new apple watch .', 'added from the 4 were a huge upgrade .""","`` love the new apple watch . ' , 'added from the 4 were a huge upgrade . ''",0,0,0,0,0,0,0,0,0
384,30347,30348,review,had an older fitbit inspire absolutely love the upgrade to a luxe,5,"""had an older fitbit inspire absolutely', 'love the upgrade to a luxe""","`` had an older fitbit inspire absolutely ' , 'love the upgrade to a luxe ''",0,0,0,0,0,0,0,0,0
385,30475,30476,review,a must have for all apple watch aficionados. the ekg feature is very cool,5,"""a must have for all apple watch aficionado .', 'the ekg is very cool""","`` a must have for all apple watch aficionado . ' , 'the ekg is very cool ''",0,0,0,0,1,0,0,0,0
386,30509,30510,review,second apple watch i have bought from best buy. this ones great.,5,"""second apple watch i have bought from best buy .', 'this one great .""","`` second apple watch i have bought from best buy . ' , 'this one great . ''",0,0,0,0,0,0,0,0,0
387,30520,30521,review,love this watch. its my 3rd apple watch and my favorite so far.,5,"""love this watch .', 'its my 3rd apple watch and my favorite so far .""","`` love this watch . ' , 'its my 3rd apple watch and my favorite so far . ''",0,0,0,0,0,0,0,0,0
388,30644,30645,review,works great with my apple watch. quick charge! easy to use!,5,"""works great with my apple watch .', 'quick charge !', 'easy to use !""","`` work great with my apple watch . ' , 'quick charge ! ' , 'easy to use ! ''",0,0,0,1,0,0,0,1,0
389,30931,30932,review,"great upgrade from the apple watch 3, they are like night and day.",5,"""great upgrade from the apple watch 3 , they are like night and day .""","`` great upgrade from the apple watch 3 , they are like night and day . ''",0,0,0,0,0,0,0,0,0
390,30998,30999,review,i like the apple watch. it helps motivate me and keep me moving.,5,"""i like the apple watch .', 'it help motivate me and keep me moving .""","`` i like the apple watch . ' , 'it help motivate me and keep me moving . ''",0,0,0,0,0,0,0,0,0
391,31016,31017,review,"thank you very much, nice color for my apple watch, and original.",5,"""thank you very much , nice color for my apple watch , and original .""","`` thank you very much , nice color for my apple watch , and original . ''",0,0,0,0,1,0,0,0,0
392,31170,31171,review,i walk every day and love the app alone with the fitbit inspire.,5,"""i walk every day', 'and love the app alone with the fitbit inspire .""","`` i walk every day ' , 'and love the app alone with the fitbit inspire . ''",0,0,0,0,0,0,0,0,0
394,31263,31264,review,love my apple watch! i use it every day to track my workouts.,5,"""love my apple watch !', 'i use it every day', 'to track my workout .""","`` love my apple watch ! ' , ' i use it every day ' , 'to track my workout . ''",0,0,0,0,0,0,0,0,0
395,31300,31301,review,was using an apple watch for several months. i like this better.,5,"""was using an apple watch for several month .', 'i like this better .""","`` wa using an apple watch for several month . ' , ' i like this better . ''",0,0,0,0,0,0,0,0,0
396,31616,31617,review,great product just to protect your apple watch. i still use it.,5,"""great product just to protect your apple watch .', 'i still use it .""","`` great product just to protect your apple watch . ' , ' i still use it . ''",0,0,0,0,0,0,0,0,0
397,31742,31743,review,perfect fit with fitbit charge 2. lasted as long as the original.,5,"""perfect fit with fitbit charge 2 .', 'lasted a long a the original .""","`` perfect fit with fitbit charge 2 . ' , 'lasted a long a the original . ''",0,0,0,0,0,0,0,1,0
398,32406,32407,review,"daughter loves this watch, she has always had the apple watch's.",5,"""daughter love this watch ,', ""she ha always had the apple watch 's .""","`` daughter love this watch , ' , `` she ha always had the apple watch 's . ''",0,0,0,0,0,0,0,0,0
399,32419,32420,review,"my apple watch simplifies me everything, it is very useful to me",5,"""my apple watch simplifies me everything ,', 'it is very useful to me""","`` my apple watch simplifies me everything , ' , 'it is very useful to me ''",0,0,0,0,0,0,0,0,0
400,32474,32475,review,awesome apple watch as electronic equipment with great features for the health,5,"""awesome apple watch a electronic equipment with great for the health""",`` awesome apple watch a electronic equipment with great for the health '',0,0,0,0,0,0,0,0,0
403,33088,33089,review,i love my apple watch it's very convenient when i'm working out.,5,"""i love my apple watch it's very convenient', 'when i'm working out .""","`` i love my apple watch it 's very convenient ' , 'when i 'm working out . ''",0,0,0,0,0,0,0,0,0
404,33117,33118,review,the best watch i have ever have i give apple watch a 100% thank you,5,"""the best watch i have ever have i give apple watch a 100 % thank you""",`` the best watch i have ever have i give apple watch a 100 % thank you '',0,0,0,0,0,0,0,0,0
406,34183,34184,review,really nice strap for the apple watch. would purchase this again,5,"""really nice strap for the apple watch .', 'would purchase this again""","`` really nice strap for the apple watch . ' , 'would purchase this again ''",0,0,0,0,0,0,0,0,0
409,34933,34934,review,grate fits for your apple watch to protect any scratches and dents,5,"""grate fit for your apple watch', 'to protect any scratch', 'and dent""","`` grate fit for your apple watch ' , 'to protect any scratch ' , 'and dent ''",0,0,0,0,0,0,0,0,0
410,34948,34949,review,"love the apple watch, does so many things and i use it every day!",5,"""love the apple watch , doe so many thing', 'and i use it every day !""","`` love the apple watch , doe so many thing ' , 'and i use it every day ! ''",0,0,0,0,0,0,0,0,0
411,35051,35052,review,this wall plug provide the right power to charge my apple watch 7,5,"""this wall plug provide the right power', 'to charge my apple watch 7""","`` this wall plug provide the right power ' , 'to charge my apple watch 7 ''",0,0,0,0,0,0,0,1,0
412,35292,35293,review,love my new apple watch series 3 and at 199.00 it was a great value.,5,"""love my new apple watch series 3 and at 199.00 it wa a great value .""",`` love my new apple watch series 3 and at 199.00 it wa a great value . '',0,0,0,0,0,1,0,0,0
413,1185,1186,review,you are better off buying a refurbished older apple watch on amazon.,1,"""you are better off buying a refurbished older apple watch on amazon .""",`` you are better off buying a refurbished older apple watch on amazon . '',0,0,0,0,0,0,0,0,0
414,1948,1949,review,i purchased the black platinum stainless steel apple watch strap as \,1,"""i purchased the black platinum stainless steel apple watch strap a \\""",`` i purchased the black platinum stainless steel apple watch strap a \\ '',0,0,0,0,0,0,0,0,0
415,2463,2464,review,"not good as samsung watch and apple watch, while prices are similar",2,"""not good a samsung watch and apple watch ,', 'while price are similar""","`` not good a samsung watch and apple watch , ' , 'while price are similar ''",0,0,0,0,0,0,0,0,0
416,3117,3118,review,would not work with i phone x. returned and ordered apple watch.,2,"""would not work with i phone x .', 'returned and ordered apple watch .""","`` would not work with i phone x . ' , 'returned and ordered apple watch . ''",0,0,0,0,0,0,0,0,0
417,3528,3529,review,not what i thought it was gonna be should've got an apple watch,2,"""not what i thought', 'it wa gon na be should've', 'got an apple watch""","`` not what i thought ' , 'it wa gon na be should 've ' , 'got an apple watch ''",0,0,0,0,0,0,0,0,0
418,4387,4388,review,perfect apple watch for me. large face and helps me stay active,3,"""perfect apple watch for me .', 'large face', 'and help me stay active""","`` perfect apple watch for me . ' , 'large face ' , 'and help me stay active ''",0,0,0,0,0,0,0,0,0
419,5769,5770,review,almost as good as the apple watch but more expensive for what you get.,4,"""almost a good a the apple watch but more expensive for what you get .""",`` almost a good a the apple watch but more expensive for what you get . '',0,0,0,0,0,0,0,0,0
420,5773,5774,review,slightly different color than the apple watch but still looks great,4,"""slightly different color than the apple watch', 'but still look great""","`` slightly different color than the apple watch ' , 'but still look great ''",0,0,0,0,1,0,0,0,0
421,5855,5856,review,bought this as a gift for my son to go along with his apple watch.,4,"""bought this a a gift for my son', 'to go along with his apple watch .""","`` bought this a a gift for my son ' , 'to go along with his apple watch . ''",0,0,0,0,0,0,0,0,0
422,6082,6083,review,over all it's a good fitness tracker.cant compare with apple watch.,4,"""over all it 's a good fitness tracker.cant compare with apple watch .""",`` over all it 's a good fitness tracker.cant compare with apple watch . '',0,0,0,0,0,0,0,0,0
423,6432,6433,review,it\u2019s my first apple watch and so far i like it. i would recommend,4,"""it's my first apple watch and so far i like it .', 'i would recommend""","`` it 's my first apple watch and so far i like it . ' , ' i would recommend ''",0,0,0,0,0,0,0,0,0
424,6969,6970,review,great starter for anyone looking to get into the apple watch business,4,"""great starter for anyone looking to get into the apple watch business""",`` great starter for anyone looking to get into the apple watch business '',0,0,0,0,0,0,0,0,0
425,7086,7087,review,works great and helps protect my new apple watch. easy to apply,4,"""works great', 'and help protect my new apple watch .', 'easy to apply""","`` work great ' , 'and help protect my new apple watch . ' , 'easy to apply ''",0,0,0,1,0,0,0,0,0
426,7580,7581,review,i really like that it does not feel heavy unlike the samsung gear.,4,"""i really like', 'that it doe not feel heavy unlike the samsung gear .""","`` i really like ' , 'that it doe not feel heavy unlike the samsung gear . ''",0,0,0,0,0,0,0,0,0
427,7601,7602,review,"apple watch series 3. works great, does everything i need it to.",4,"""apple watch series 3 .', 'works great , doe everything i need it to .""","`` apple watch series 3 . ' , 'works great , doe everything i need it to . ''",0,0,0,0,0,0,0,0,0
428,7957,7958,review,decent watch for first time apple watch users. no need for upgrade,4,"""decent watch for first time apple watch user .', 'no need for upgrade""","`` decent watch for first time apple watch user . ' , 'no need for upgrade ''",0,0,0,0,0,0,0,0,0
430,8203,8204,review,will not charge a gear 2 or apple watch. does charge cell phones.,4,"""will not charge a gear 2 or apple watch .', 'does charge cell phone .""","`` will not charge a gear 2 or apple watch . ' , 'does charge cell phone . ''",0,0,0,0,0,0,0,1,0
431,9116,9117,review,needed to upgrade my old apple watch and this was the cheaper option!,5,"""needed to upgrade my old apple watch and this wa the cheaper option !""",`` needed to upgrade my old apple watch and this wa the cheaper option ! '',0,0,0,0,0,0,0,0,0
432,9632,9633,review,"great i love it, amazing apple watch perfect for the the anything",5,"""great i love it ,', 'amazing apple watch perfect for the the anything""","`` great i love it , ' , 'amazing apple watch perfect for the the anything ''",0,0,0,0,0,0,0,0,0
433,9739,9740,review,it's the first apple watch i have owned and i absolutely love it!,5,"""it's the first apple watch i have owned', 'and i absolutely love it !""","`` it 's the first apple watch i have owned ' , 'and i absolutely love it ! ''",0,0,0,0,0,0,0,0,0
434,9799,9800,review,love it. just as good as an apple watch. a bit big got a lady.,5,"""love it .', 'just a good a an apple watch .', 'a bit big got a lady .""","`` love it . ' , 'just a good a an apple watch . ' , ' a bit big got a lady . ''",0,0,0,0,0,0,0,0,0
435,9807,9808,review,had a fitbit versa and upgraded to a versa 3. love the features it has.,5,"""had a fitbit versa', 'and upgraded to a versa 3 .', 'love the it ha .""","`` had a fitbit versa ' , 'and upgraded to a versa 3 . ' , 'love the it ha . ''",0,0,0,0,0,0,0,0,0
436,10490,10491,review,my wife liked it so much and recommend for all apple watch lovers.,5,"""my wife liked it so much', 'and recommend for all apple watch lover .""","`` my wife liked it so much ' , 'and recommend for all apple watch lover . ''",0,0,0,0,0,0,0,0,0
