,ReviewID,Page Type,Full Text,Rating,SegmentedReview
7086,7087,review,Works great and helps protect my new Apple Watch. Easy to Apply,4,"""Works great', 'and help protect my new Apple Watch .', 'Easy to Apply"""
7580,7581,review,I really like that it does not feel heavy unlike the samsung gear.,4,"""I really like', 'that it doe not feel heavy unlike the samsung gear ."""
7601,7602,review,"Apple Watch series 3. Works great, does everything I need it to.",4,"""Apple Watch series 3 .', 'Works great , doe everything I need it to ."""
7957,7958,review,Decent watch for first time Apple Watch users. No need for upgrade,4,"""Decent watch for first time Apple Watch user .', 'No need for upgrade"""
8179,8180,review,Very comfortable. Like Apple Watch band because it is secure.,4,"""Very comfortable .', 'Like Apple Watch band', 'because it is secure ."""
8203,8204,review,Will not charge a Gear 2 or Apple watch. Does charge cell phones.,4,"""Will not charge a Gear 2 or Apple watch .', 'Does charge cell phone ."""
9116,9117,review,Needed to upgrade my old Apple Watch and this was the cheaper option!,5,"""Needed to upgrade my old Apple Watch and this wa the cheaper option !"""
9632,9633,review,"Great I love it, amazing Apple Watch perfect for the the anything",5,"""Great I love it ,', 'amazing Apple Watch perfect for the the anything"""
9739,9740,review,It's the first Apple Watch I have owned and I absolutely love it!,5,"""It's the first Apple Watch I have owned', 'and I absolutely love it !"""
9799,9800,review,Love it. Just as good as an Apple Watch. A bit big got a lady.,5,"""Love it .', 'Just a good a an Apple Watch .', 'A bit big got a lady ."""
9807,9808,review,Had a Fitbit Versa and upgraded to a Versa 3. Love the features it has.,5,"""Had a Fitbit Versa', 'and upgraded to a Versa 3 .', 'Love the it ha ."""
10490,10491,review,My wife liked it so much and recommend for all Apple Watch lovers.,5,"""My wife liked it so much', 'and recommend for all Apple Watch lover ."""
10791,10792,review,I LOVE MY APPLE WATCH. I NEVER LEAVE HOME WITHOUT PUTTING IT ON.,5,"""I LOVE MY APPLE WATCH .', 'I NEVER LEAVE HOME WITHOUT PUTTING IT ON ."""
11073,11074,review,Very nice Apple Watch band! Very comfortable and great for work!,5,"""Very nice Apple Watch band !', 'Very comfortable and great for work !"""
11407,11408,review,Everything I was looking for! It protects my Apple Watch perfectly,5,"""Everything I wa looking for !', 'It protects my Apple Watch perfectly"""
11440,11441,review,Nice Apple Watch band. I like it a lot. Would purchase more.,5,"""Nice Apple Watch band .', 'I like it a lot .', 'Would purchase more ."""
11443,11444,review,Great apple watch. Use it to track my fitness. Use it daily.,5,"""Great apple watch .', 'Use it to track my fitness .', 'Use it daily ."""
11662,11663,review,gave as a gift she seems to really like it dresses up her Apple Watch,5,"""gave a a gift', 'she seems to really like it dress up her Apple Watch"""
11901,11902,review,Works well with my new Apple Watch! It protects the screen well.,5,"""Works well with my new Apple Watch !', 'It protects the screen well ."""
12070,12071,review,Fits perfect. An elegant look while still being an Apple Watch,5,"""Fits perfect .', 'An elegant look', 'while still being an Apple Watch"""
12763,12764,review,Love my apple watch. The new features are great and i love the color red!,5,"""Love my apple watch .', 'The new are great and i love the color red !"""
12952,12953,review,This Apple watch is awesome. The style and ease of use is GREAT!,5,"""This Apple watch is awesome .', 'The style and ease of use is GREAT !"""
12993,12994,review,The material is very good and it fits perfectly on my Apple Watch.,5,"""The material is very good', 'and it fit perfectly on my Apple Watch ."""
13284,13285,review,Nice Apple Watch for a 13 year old girl! Easy to set up and use!,5,"""Nice Apple Watch for a 13 year old girl !', 'Easy to set up and use !"""
13299,13300,review,Very happy with the Apple Watch and would refer anyone to try it.,5,"""Very happy with the Apple Watch', 'and would refer anyone to try it ."""
13456,13457,review,This Apple sports band is perfect and looks good on my Apple Watch.,5,"""This Apple sport band is perfect', 'and look good on my Apple Watch ."""
13523,13524,review,Apple Watch Series 4 is legit and useful. Contains all the gadgets,5,"""Apple Watch Series 4 is legit and useful .', 'Contains all the gadget"""
13529,13530,review,I really like this Apple Watch. It's really useful. Love it!,5,"""I really like this Apple Watch .', 'It's really useful .', 'Love it !"""
13534,13535,review,Love my new Apple Watch series 6. Now I can check my oxigen level,5,"""Love my new Apple Watch series 6 .', 'Now I can check my oxigen level"""
13615,13616,review,Does exactly what it\u2019s advertised to do; protect my Apple Watch.,5,"""Does exactly what it's advertised to do ;', 'protect my Apple Watch ."""
13681,13682,review,Works well with an Apple Watch - nice color too and easy to install.,5,"""Works well with an Apple Watch - nice color too and easy to install ."""
13850,13851,review,So happy with my new Apple Watch & the price was great from Best Buy.,5,"""So happy with my new Apple Watch & the price wa great from Best Buy ."""
14008,14009,review,1st time Apple Watch user and this one is great and very affordable.,5,"""1st time Apple Watch user and this one is great and very affordable ."""
14133,14134,review,Apple Watch SE was the perfect gift. I like the bigger size @ 44MM.,5,"""Apple Watch SE wa the perfect gift .', 'I like the bigger size 44MM ."""
14288,14289,review,Charges quickly ! Needed for Apple Watch! Still working good!,5,"""Charges quickly !', 'Needed for Apple Watch !', 'Still working good !"""
14349,14350,review,It seems to work great. I use it for my phone and my Apple Watch/,5,"""It seems to work great .', 'I use it for my phone and my Apple Watch/"""
14557,14558,review,Best band for the Apple watch. Bought one for my Watch 3 as well.,5,"""Best band for the Apple watch .', 'Bought one for my Watch 3 a well ."""
14578,14579,review,A perfect replacement to my dead fitbit versa 2. I love my fitbit,5,"""A perfect replacement to my dead fitbit versa 2 .', 'I love my fitbit"""
14922,14923,review,Second Apple Watch and I love this one too! Never disappointed,5,"""Second Apple Watch', 'and I love this one too !', 'Never disappointed"""
15065,15066,review,"Loved the apple watch, got it for a good price at the perfect time.",5,"""Loved the apple watch , got it for a good price at the perfect time ."""
15224,15225,review,Excellent band! I use it with my Apple Watch and it is great.,5,"""Excellent band !', 'I use it with my Apple Watch', 'and it is great ."""
15242,15243,review,I love my Apple Watch. It works very well and I use it everyday,5,"""I love my Apple Watch .', 'It work very well', 'and I use it everyday"""
15515,15516,review,Great little charger for my Apple Watch. I use it in my vehicle.,5,"""Great little charger for my Apple Watch .', 'I use it in my vehicle ."""
15610,15611,review,I enjoyed this product. Just don't buy the one for Apple Watch.,5,"""I enjoyed this product .', ""Just do n't buy the one for Apple Watch ."""
15993,15994,review,I don\u2019t know why I didn\u2019t get an Apple Watch sooner I love it!,5,"""I don't know', 'why I didn't get an Apple Watch sooner', 'I love it !"""
16145,16146,review,Best Apple Watch till date. My dad uses it all the time great one.,5,"""Best Apple Watch till date .', 'My dad us it all the time great one ."""
16861,16862,review,"excellent navigation , easy setup, i like it mor than my apple watch",5,"""excellent navigation , easy setup , i like it mor than my apple watch"""
16912,16913,review,Exactly what we were looking for to make the Apple Watch look nicer.,5,"""Exactly what we were looking for to make the Apple Watch look nicer ."""
17151,17152,review,Excellent price for a new apple watch acts just like the newer versions,5,"""Excellent price for a new apple watch act just like the newer version"""
17377,17378,review,Apple Watch is a very nice product with great features for your daily activity,5,"""Apple Watch is a very nice product with great for your daily activity"""
17511,17512,review,Much nicer than the original band that came with the Apple Watch.,5,"""Much nicer than the original band', 'that came with the Apple Watch ."""
17562,17563,review,"I bought my apple watch a year ago, and i still use it everyday.",5,"""I bought my apple watch a year ago ,', 'and i still use it everyday ."""
17615,17616,review,"Great purchase, wraps around the whole Apple Watch and does it\u2019s job.",5,"""Great purchase , wrap around the whole Apple Watch and doe it's job ."""
17659,17660,review,Well done and awesome quality product that pairs perfectly with apple watch,5,"""Well done and awesome product', 'that pair perfectly with apple watch"""
17677,17678,review,"Great purchase, wraps around the whole Apple Watch and does it's job.",5,"""Great purchase , wrap around the whole Apple Watch and doe it's job ."""
17825,17826,review,Modal - Woven Nylon Band Watch Strap for Apple Watch 38mm - Purple,5,"""Modal - Woven Nylon Band Watch Strap for Apple Watch 38mm -', 'Purple"""
17851,17852,review,Charger works great for the apple watch. Would recommend to anyone,5,"""Charger work great for the apple watch .', 'Would recommend to anyone"""
17897,17898,review,I replaced my Charge 2 with the Fitbit Charge 3. I love the new features!,5,"""I replaced my Charge 2 with the Fitbit Charge 3 .', 'I love the new !"""
18232,18233,review,The quality of this Apple Watch is wonderful. My husband loves it so far.,5,"""The of this Apple Watch is wonderful .', 'My husband love it so far ."""
18399,18400,review,Love this Apple Watch. Had a series 2 and decided to upgrade.,5,"""Love this Apple Watch .', 'Had a series 2', 'and decided to upgrade ."""
18401,18402,review,Great deal for little money. Fits perfectly on my Fitbit charge 2,5,"""Great deal for little money .', 'Fits perfectly on my Fitbit charge 2"""
18590,18591,review,I LOVE LOVE LOVE my Apple Watch. Very easy to use and set up.,5,"""I LOVE LOVE LOVE my Apple Watch .', 'Very easy to use', 'and set up ."""
18592,18593,review,This Zagg InvisibleShield protects the face of my new Apple Watch 5.,5,"""This Zagg InvisibleShield protects the face of my new Apple Watch 5 ."""
19008,19009,review,Great Apple Watch 4. Bought this as an open box and it was great,5,"""Great Apple Watch 4 .', 'Bought this a an open box', 'and it wa great"""
19333,19334,review,I have a Fossil Gen 4 and I am not sure if there is much of an upgrade,5,"""I have a Gen 4', 'and I am not sure', 'if there is much of an upgrade"""
19569,19570,review,First time Apple Watch user and I must say it does not disappoint.,5,"""First time Apple Watch user and I must say', 'it doe not disappoint ."""
19787,19788,review,Love the design on this band! Worked well with our Fitbit Versa.,5,"""Love the design on this band !', 'Worked well with our Fitbit Versa ."""
19958,19959,review,best Apple Watch yet. Love the ECG. Very cute and slim bands.,5,"""best Apple Watch yet .', 'Love the ECG .', 'Very cute and slim band ."""
20276,20277,review,The Apple Watch keeps getting better and better every time I upgrade.,5,"""The Apple Watch keep getting better and better every time I upgrade ."""
20634,20635,review,The bumpers work well for my apple watch. I would purchase again.,5,"""The bumper work well for my apple watch .', 'I would purchase again ."""
20765,20766,review,Great color and fits my Apple Watch perfectly and goes with my Bumper,5,"""Great color and fit my Apple Watch perfectly', 'and go with my Bumper"""
20896,20897,review,"Great bumper guards for the Apple Watch, hope to keep from scratching",5,"""Great bumper guard for the Apple Watch , hope to keep from scratching"""
20928,20929,review,"Sleek lightweight, well constructed for my daughter's apple watch.",5,"""Sleek lightweight , well constructed for my daughter 's apple watch ."""
21009,21010,review,I always recomend Apple Watch looks nice and is very easy to use,5,"""I always recomend Apple Watch look nice', 'and is very easy', 'to use"""
21271,21272,review,good replacement strap for your apple watch and great color as well,5,"""good replacement strap', 'for your apple watch and great color a well"""
21305,21306,review,Best Apple Watch. As described by bestbuy. Highly recommended,5,"""Best Apple Watch .', 'As described by bestbuy .', 'Highly recommended"""
21511,21512,review,Fit perfectly my Apple Watch Series 7. Definitely worth the money,5,"""Fit perfectly my Apple Watch Series 7 .', 'Definitely worth the money"""
21543,21544,review,Very happy with the new Apple Watch. Upgraded from the Series 3.,5,"""Very happy with the new Apple Watch .', 'Upgraded from the Series 3 ."""
21793,21794,review,I love my Apple Watch. It connects with all of my apple products.,5,"""I love my Apple Watch .', 'It connects with all of my apple product ."""
21797,21798,review,For my Apple Watch it's a great product to purchase its Comfortable,5,"""For my Apple Watch it's a great product', 'to purchase it Comfortable"""
22071,22072,review,Great economical Apple Watch! Purchased it for fitness tracking!,5,"""Great economical Apple Watch !', 'Purchased it for fitness tracking !"""
22413,22414,review,Love my Apple Watch and all of its functions. Very easy to navigate,5,"""Love my Apple Watch and all of it function .', 'Very easy to navigate"""
22469,22470,review,I love this Apple Watch. Best Buy was so helpful with the purchase,5,"""I love this Apple Watch .', 'Best Buy wa so helpful with the purchase"""
22511,22512,review,Very sturdy and protective of my Apple Watch for a reasonable price!,5,"""Very sturdy and protective of my Apple Watch for a reasonable price !"""
22604,22605,review,Love this apple watch band. Had a different one and last longer.,5,"""Love this apple watch band .', 'Had a different one and last longer ."""
22671,22672,review,I liked it. It really does almost what an Apple Watch would do lol,5,"""I liked it .', 'It really doe almost what an Apple Watch would do lol"""
22728,22729,review,"My daughter love her Apple Watch, it\u2019s great to use instead of phone",5,"""My daughter love her Apple Watch , it's great to use instead of phone"""
22750,22751,review,Was on sale with the purchase of an Apple Watch. Nice color and quality.,5,"""Was on sale with the purchase of an Apple Watch .', 'Nice color and ."""
23686,23687,review,Loved this product. Thinking of updating to the new Apple Watch.,5,"""Loved this product .', 'Thinking of updating to the new Apple Watch ."""
23700,23701,review,I am in love with this watch. The Samsung Galaxy watch Active 2.,5,"""I am in love with this watch .', 'The Samsung Galaxy watch Active 2 ."""
24294,24295,review,I love my new Apple watch series 5. Great for tracking exercise.,5,"""I love my new Apple watch series 5 .', 'Great for tracking exercise ."""
24341,24342,review,Love my Apple Watch can\u2019t leave without it recommend to everyone !,5,"""Love my Apple Watch can't leave', 'without it recommend to everyone !"""
24347,24348,review,love this apple watch charger. Long cable and works like a charm!,5,"""love this apple watch charger .', 'Long cable and work like a charm !"""
24530,24531,review,Sleek design that doesn't take away from the Apple Watch itself,5,"""Sleek design', 'that doesn't take away from the Apple Watch', 'itself"""
24564,24565,review,Sleek design that doesn\u2019t take away from the Apple Watch itself,5,"""Sleek design', 'that doesn't take away from the Apple Watch', 'itself"""
24635,24636,review,Great apple watch band at a great price! I would purchase again!,5,"""Great apple watch band at a great price !', 'I would purchase again !"""
24745,24746,review,Really good and nice design. Light perfect matches with Apple Watch,5,"""Really good and nice design .', 'Light perfect match with Apple Watch"""
24931,24932,review,Best purchase ever. Went from a apple watch 1 to a 5. Love it,5,"""Best purchase ever .', 'Went from a apple watch 1 to a 5 .', 'Love it"""
25095,25096,review,Loved my Apple Watch! Perfect size for my wrist! Great gift!,5,"""Loved my Apple Watch !', 'Perfect size for my wrist !', 'Great gift !"""
25231,25232,review,"Look nice and works, similar to apple watch and I like the display",5,"""Look nice and work , similar to apple watch', 'and I like the display"""
25337,25338,review,The price was right and I have loved everything about my apple watch!,5,"""The price wa right and I have loved everything about my apple watch !"""
25651,25652,review,bought this for my bf since he kept talking about my Apple Watch.,5,"""bought this for my bf', 'since he kept talking about my Apple Watch ."""
25659,25660,review,Got this item for my wife and i and its perfect for our apple watch,5,"""Got this item for my wife and i', 'and it perfect for our apple watch"""
25817,25818,review,"Has all the functions I need, and way cheaper than the Apple Watch",5,"""Has all the function I need ,', 'and way cheaper than the Apple Watch"""
26312,26313,review,Happy with the Apple watch 5 and with the gold watch and sport band.,5,"""Happy with the Apple watch 5 and with the gold watch and sport band ."""
26360,26361,review,Came fast easy to link and a real Apple Watch so it's great for me,5,"""Came fast easy to link and a real Apple Watch', 'so it's great for me"""
26483,26484,review,This Apple Watch was perfect easy to set up and the features were amazing,5,"""This Apple Watch wa perfect easy', 'to set up', 'and the were amazing"""
26894,26895,review,Bought this Apple Watch for my husband and he absolutely loves it!,5,"""Bought this Apple Watch for my husband', 'and he absolutely love it !"""
27151,27152,review,First Apple Watch still learning about but I think it's awesome,5,"""First Apple Watch still learning about', 'but I think', 'it's awesome"""
27165,27166,review,First Apple Watch still learning about but I think it\u2019s awesome,5,"""First Apple Watch still learning about', 'but I think', 'it's awesome"""
27205,27206,review,Apple Watch series 5 As described. Love all of my apple products.,5,"""Apple Watch series 5 As described .', 'Love all of my apple product ."""
27311,27312,review,"The best Apple Watch ever, battery last longer than I expected..",5,"""The best Apple Watch ever , battery last longer', 'than I expected .."""
27317,27318,review,This new apple watch is amazing. Its stylish and feels comfortable,5,"""This new apple watch is amazing .', 'Its stylish and feel comfortable"""
27410,27411,review,I love my Apple Watch. I wear it everyday.... great price and quality.,5,"""I love my Apple Watch .', 'I wear it everyday ... . great price and ."""
27716,27717,review,I love this Apple Watch as it does everything and more that I need.,5,"""I love this Apple Watch a it doe everything and more', 'that I need ."""
27846,27847,review,I Bought My Apple Watch Almost A Month Ago & Works Great I Love It,5,"""I Bought My Apple Watch Almost A Month Ago & Works Great', 'I Love It"""
28008,28009,review,Love the features of the Apple watch and many health apps that are a plus!,5,"""Love the of the Apple watch and many health apps', 'that are a plus !"""
28372,28373,review,This is my third Apple Watch since 2015 and I'm always satisfied.,5,"""This is my third Apple Watch since 2015', 'and I'm always satisfied ."""
28381,28382,review,This is my third Apple Watch since 2015 and I\u2019m always satisfied.,5,"""This is my third Apple Watch', 'since 2015 and I'm always satisfied ."""
28476,28477,review,Love apple. Watch is great and never fails. Good price too,5,"""Love apple .', 'Watch is great', 'and never fails .', 'Good price too"""
28752,28753,review,"Nice quality replacement band or upgrade to your Apple watch, durable too",5,"""Nice replacement band or upgrade to your Apple watch ,', 'durable too"""
28958,28959,review,great price for this apple watch series 3 my granddaughter loved it.,5,"""great price for this apple watch series 3 my granddaughter loved it ."""
29291,29292,review,Its extremely nice as an apple watch does everyrhing the series 6 does.,5,"""Its extremely nice a an apple watch doe everyrhing the series 6 doe ."""
29439,29440,review,Looks good and works great. Works better the my last Apple Watch.,5,"""Looks good and work great .', 'Works better the my last Apple Watch ."""
29733,29734,review,Very good product. Will recommend to anyone with an Apple Watch.,5,"""Very good product .', 'Will recommend to anyone with an Apple Watch ."""
29753,29754,review,Great Apple Watch for the price! And they price matched Walmart!,5,"""Great Apple Watch for the price !', 'And they price matched Walmart !"""
30012,30013,review,I love my new Apple Watch. It helps me with my everyday activities.,5,"""I love my new Apple Watch .', 'It help me with my everyday activity ."""
30032,30033,review,This is the first Apple Watch I have owned and I am loving it!,5,"""This is the first Apple Watch', 'I have owned', 'and I am loving it !"""
30099,30100,review,I love my new Apple Watch! It is so comfortable and easy to use.,5,"""I love my new Apple Watch !', 'It is so comfortable and easy to use ."""
30106,30107,review,Great upgrade from last fitbit charge. Love the colored display!,5,"""Great upgrade from last fitbit charge .', 'Love the colored display !"""
30397,30398,review,I love my Apple Watch even bought one for my mom four her birthday,5,"""I love my Apple Watch', 'even bought one for my mom four her birthday"""
30525,30526,review,Good discount for Apple Watch series 6 (GPS) 44mm Sports band,5,"""Good discount for Apple Watch series 6', '( GPS )', '44mm Sports band"""
30620,30621,review,bought this for my apple watch love the way it looks easy to put on,5,"""bought this for my apple watch love the way', 'it look easy to put on"""
30672,30673,review,Apple Watch is good but a little uncomfortable overall good though,5,"""Apple Watch is good but a little uncomfortable overall good', 'though"""
30717,30718,review,fitbit versa special edition loved it working great will buy again,5,"""fitbit versa special edition loved it', 'working great will buy again"""
31034,31035,review,Great product! Love the elegant look it gives the Apple Watch.,5,"""Great product !', 'Love the elegant look', 'it give the Apple Watch ."""
31508,31509,review,Best watch no problem it's nice n cool love it nice Apple Watch,5,"""Best watch no problem', 'it's nice n cool love', 'it nice Apple Watch"""
31886,31887,review,Love the new Apple Watch 6 so glad they made the screen in a 44,5,"""Love the new Apple Watch 6', 'so glad', 'they made the screen in a 44"""
32566,32567,review,It fit my new 44mm Apple Watch perfect. Love the simplicity of it,5,"""It fit my new 44mm Apple Watch perfect .', 'Love the simplicity of it"""
32739,32740,review,I love my apple watch. It does everything that it says it should,5,"""I love my apple watch .', 'It doe everything', 'that it say it should"""
32741,32742,review,Great Apple Watch with new best features. Was a gift and they love it.,5,"""Great Apple Watch with new best .', 'Was a gift', 'and they love it ."""
32799,32800,review,I like how this will protect my apple watch from bumping into things.,5,"""I like how this will protect my apple watch from bumping into thing ."""
32838,32839,review,Fitbit versa 2 was just what I was looking for. It came in promptly,5,"""Fitbit versa 2 wa just what I wa looking for .', 'It came in promptly"""
33114,33115,review,Husband\u2019s first Apple Watch. Loved it. Always playing with it,5,"""Husband's first Apple Watch .', 'Loved it .', 'Always playing with it"""
33500,33501,review,The new apple watch 8 is awesome! It has so many neat and useful features.,5,"""The new apple watch 8 is awesome !', 'It ha so many neat and useful ."""
33582,33583,review,"Very nice my first Apple Watch,.. I loved it.. Thks best buy",5,"""Very nice my first Apple Watch , ..', 'I loved', 'it .. Thks best buy"""
33760,33761,review,Works great with Apple Watch and really protects it from scratches!,5,"""Works great with Apple Watch', 'and really protects it from scratch !"""
33835,33836,review,Open box was in perfect condition. Good price for an Apple watch.,5,"""Open box wa in perfect condition .', 'Good price for an Apple watch ."""
33969,33970,review,I love everything about my new Apple Watch. I wear it every day.,5,"""I love everything about my new Apple Watch .', 'I wear it every day ."""
33999,34000,review,"Thus is the best Apple Watch to date, and it's not even clothes.",5,"""Thus is the best Apple Watch to date ,', 'and it's not even clothes ."""
34011,34012,review,Apple Watch 6 charger works great. Small enough to pack for trips.,5,"""Apple Watch 6 charger work great .', 'Small enough to pack for trip ."""
34327,34328,review,Love Fitbit. Tried an Apple Watch and came back to my Fitbit.,5,"""Love Fitbit .', 'Tried an Apple Watch', 'and came back to my Fitbit ."""
34386,34387,review,Best Apple Watch I have ever purchased. Comfortable and durable.,5,"""Best Apple Watch I have ever purchased .', 'Comfortable and durable ."""
34463,34464,review,This Apple Watch is super cool like the cooler and the price was right,5,"""This Apple Watch is super cool like the cooler and the price wa right"""
34536,34537,review,"Apple Watch. I like the color of the watch, and it works great",5,"""Apple Watch .', 'I like the color of the watch ,', 'and it work great"""
34587,34588,review,Good Apple Watch for the price when its in sale value for the money,5,"""Good Apple Watch for the price', 'when it in sale value for the money"""
34625,34626,review,I always use this cover for my Apple Watch. Always need this on.,5,"""I always use this cover for my Apple Watch .', 'Always need this on ."""
34739,34740,review,Very nice watch band. Automatic fit to Apple Watch an well made.,5,"""Very nice watch band .', 'Automatic fit to Apple Watch an well made ."""
35039,35040,review,Essential product for protecting Apple Watch. Love this product.,5,"""Essential product for protecting Apple Watch .', 'Love this product ."""
35148,35149,review,"I enjoy changing out bands on my Apple Watch, this is a good one!",5,"""I enjoy changing out band on my Apple Watch ,', 'this is a good one !"""
35421,35422,review,Love this strap for my Apple Watch. It is infinitely adjustable.,5,"""Love this strap for my Apple Watch .', 'It is infinitely adjustable ."""
35497,35498,review,easy and compact stand. Works with existing apple watch charger.,5,"""easy and compact stand .', 'Works with existing apple watch charger ."""
35570,35571,review,Perfect AC Adapter for the Apple Watch Charger! Get yours today!,5,"""Perfect AC Adapter for the Apple Watch Charger !', 'Get yours today !"""
35595,35596,review,I LOVE my Apple Watch! Comfortable and love all the info I like.,5,"""I LOVE my Apple Watch !', 'Comfortable and love all the info I like ."""
35714,35715,review,The Fitbit Charge 4 has helped us stay active and track our health!,5,"""The Fitbit Charge 4 ha helped u stay active', 'and track our health !"""
35759,35760,review,Works perfect with my husband's new Apple Watch. Very satisfied.,5,"""Works perfect with my husband's new Apple Watch .', 'Very satisfied ."""
262,263,review,Waist of money broke while trying to fit on Apple Watch Thumbs down,1,"""Waist of money broke', 'while trying to fit on Apple Watch Thumbs down"""
467,468,review,The color does not match the gen 6 apple watch rose gold what so ever.,1,"""The color doe not match the gen 6 apple watch rose gold what so ever ."""
673,674,review,Did not fit on Apple watch 42 mm despite product saying it fits!,1,"""Did not fit on Apple watch 42 mm', 'despite product saying', 'it fit !"""
1544,1545,review,Doesn't work I try my phone apple watch and AirPods none of them work,1,"""Does n't work I try my phone apple watch and AirPods none of them work"""
1844,1845,review,Broke within a month. would not recommend to an apple watch person,1,"""Broke within a month .', 'would not recommend to an apple watch person"""
3548,3549,review,I have an Apple Watch as well and I prefer it over the Garmin by far,2,"""I have an Apple Watch a well', 'and I prefer it over the Garmin by far"""
3577,3578,review,Purchased for my nursing student - nowhere near as good as Apple Watch.,3,"""Purchased for my nursing student - nowhere near a good a Apple Watch ."""
3824,3825,review,good Samsung - Galaxy Watch Active Smartwatch 40mm Aluminum - Black,3,"""good Samsung - Galaxy Watch Active Smartwatch 40mm Aluminum -', 'Black"""
4242,4243,review,Nice Apple Watch band! Could be a little longer for a better fit.,3,"""Nice Apple Watch band !', 'Could be a little longer for a better fit ."""
4605,4606,review,not a very durable product. we have replaced with an apple watch.,3,"""not a very durable product .', 'we have replaced with an apple watch ."""
4606,4607,review,it was not very durable. we have replaced it with the Apple watch.,3,"""it wa not very durable .', 'we have replaced it with the Apple watch ."""
5230,5231,review,Glad I got this case. Helps protect the screen of my Apple Watch.,4,"""Glad I got this case .', 'Helps protect the screen of my Apple Watch ."""
5707,5708,review,great device. best watch to buy if coming from an apple watch.,4,"""great device .', 'best watch to buy', 'if coming from an apple watch ."""
5956,5957,review,Replaced my fitbit with the Garmin - instinct. Works good so far.,4,"""Replaced my fitbit with the Garmin - instinct .', 'Works good so far ."""
6030,6031,review,Good band. However I wish it was good for my Apple Watch 3 as well.,4,"""Good band .', 'However I wish it wa good for my Apple Watch 3 a well ."""
6065,6066,review,Does what its suppose to do. Great alternative to the apple watch.,4,"""Does what it suppose to do .', 'Great alternative to the apple watch ."""
6223,6224,review,Very good fit for my wife's apple watch. Good color and texture.,4,"""Very good fit for my wife 's apple watch ."", 'Good color and texture ."""
6633,6634,review,switched from a fitbit to the Apple watch. it was an upgrade in all aspects,4,"""switched from a fitbit to the Apple watch .', 'it wa an upgrade in all"""
6692,6693,review,I like the different colors you get to choose for your Apple Watch!,4,"""I like the different color', 'you get to choose for your Apple Watch !"""
7066,7067,review,Good Smart watch for a four year old who wants to wear your Apple watch,4,"""Good Smart watch for a four year old who want to wear your Apple watch"""
7356,7357,review,awesome smartwatch alternative than apple watch - stainless steel nice feature,4,"""awesome smartwatch alternative than apple watch - stainless steel nice"""
7367,7368,review,Really a great product from Zagg to protect your Apple Watch face!,4,"""Really a great product from Zagg', 'to protect your Apple Watch face !"""
7514,7515,review,Not as awesome as the Apple watch but for the price point it does a lot.,4,"""Not a awesome a the Apple watch but for the price point it doe a lot ."""
8023,8024,review,Item was exchanged for Apple watch therefore item cannot be reviewed.,4,"""Item wa exchanged for Apple watch therefore item can not be reviewed ."""
8482,8483,review,"The sound is great, but they would not connect with an Apple Watch",4,"""The sound is great ,', 'but they would not connect with an Apple Watch"""
8567,8568,review,Apple Watch is easy to use. Best Buy associates were very helpful.,4,"""Apple Watch is easy to use .', 'Best Buy associate were very helpful ."""
8700,8701,review,Great Apple Watch band awesome color but only if you get it on sale,4,"""Great Apple Watch band awesome color', 'but only if you get it on sale"""
9027,9028,review,I love my apple watch series 6. Worth the money. Very useful.,5,"""I love my apple watch series 6 .', 'Worth the money .', 'Very useful ."""
9125,9126,review,Best Apple Watch ever . Get it now . 44m Nike The Nike features are key .,5,"""Best Apple Watch ever .', 'Get it now .', '44m Nike The Nike are key ."""
9529,9530,review,Love the charger for phone & Apple Watch together. Works perfect.,5,"""Love the charger for phone & Apple Watch together .', 'Works perfect ."""
9556,9557,review,My mom loved the Apple Watch. Great last minute birthday present.,5,"""My mom loved the Apple Watch .', 'Great last minute birthday present ."""
9716,9717,review,Absolutely love my apple watch. Tracks heart rate and everything .,5,"""Absolutely love my apple watch .', 'Tracks heart rate and everything ."""
10378,10379,review,"Perfect fit for my Apple Watch, very protective and easy to install.",5,"""Perfect fit for my Apple Watch , very protective and easy to install ."""
10509,10510,review,"Love it, waited so long for an Apple Watch and this was all I needed!",5,"""Love it , waited so long for an Apple Watch and this wa all I needed !"""
10575,10576,review,BEST WATCH EVER I THINK ITS BETTER THEN THE APPLE WATCH REALLY NICE QUALITY,5,"""BEST WATCH EVER', 'I THINK ITS BETTER THEN THE APPLE WATCH REALLY NICE"""
10701,10702,review,"Best Apple Watch ever\nHad two previous versions, 44mm is a must.",5,"""Best Apple Watch ever\\nHad two previous version ,', '44mm is a must ."""
10737,10738,review,"The best Apple Watch, easy to use, give notifications right away!",5,"""The best Apple Watch , easy to use ,', 'give notification right away !"""
10864,10865,review,Great item to use for your Apple Watch with comfort and stylish wear.,5,"""Great item to use for your Apple Watch with comfort and stylish wear ."""
10908,10909,review,I love the Apple Watch it is a very good everyday device to have,5,"""I love the Apple Watch', 'it is a very good everyday device', 'to have"""
11108,11109,review,Works great on keeping your Apple Watch protected and looking new.,5,"""Works great on keeping your Apple Watch protected', 'and looking new ."""
11369,11370,review,Purchased for my daughter to replace her old apple watch great product,5,"""Purchased for my daughter to replace her old apple watch great product"""
11466,11467,review,Love my Apple Watch! It really helps me a lot with my health goals.,5,"""Love my Apple Watch !', 'It really help me a lot with my health goal ."""
11757,11758,review,Apple Watch 6 is so great I love mine it keeps up with everything,5,"""Apple Watch 6 is so great', 'I love mine', 'it keep up with everything"""
