,Full Text,Ease of Use
987,"['', 'day ', 'love ', 'doesnt feel bulky wrist feel']",0
988,"['great ', '', 'longer than']",0
989,"['love ionic ', '', 'expensive ', 'worked good']",0
990,"['great love col', 'buy expensive ', 'store buy']",0
991,"['bigger face ', 'dictation ', 'great product']",0
992,"['upgrade previous disappoint ', 'waterproof ', '', 'functional for']",0
993,"['series amazing super fast bright crisp ', 'clear oxygen sens', 'works great super easy set ', 'great product']",0
994,"['disappoint ', 'process buy quick ', 'easy']",0
995,"['love phone ', 'return bulky ', 'great']",0
996,"['perfect fit easy install durable comparable ', 'affordable glad purchase recommend']",0
997,"['sport loop ', '', 'favorite style lightweight comfortable sweatproof adjustable ', 'perfect fit']",0
998,"['interact day long returned upgrade series ', 'worth investment']",0
999,['finally works great ways neighborhood everyday'],0
